celltype,AAV_ID,n,mean,sd,median,IQR_lower,IQR_upper
TAP,AAV9K449R_PHP.A,2,5.825043934181757e-7,8.237856133138971e-7,5.825043934181757e-7,2.9125219670908785e-7,8.737565901272636e-7
TAP,AAV9_K3,2,5.309689446468316e-7,7.509034827184785e-7,5.309689446468316e-7,2.654844723234158e-7,7.964534169702474e-7
TAP,AAVrh10_P2,2,4.85327837471627e-7,6.8635720994958e-7,4.85327837471627e-7,2.426639187358135e-7,7.279917562074405e-7
TAP,AAVJEA2-D7,2,4.5552827427664783e-7,6.442142635264464e-7,4.5552827427664783e-7,2.2776413713832392e-7,6.832924114149718e-7
TAP,AAV3_P5,2,3.852310948545969e-7,5.447990389912072e-7,3.852310948545969e-7,1.9261554742729846e-7,5.778466422818953e-7
TAP,AAVAH3-21,2,3.7309961004255974e-7,5.27642528638301e-7,3.7309961004255974e-7,1.8654980502127987e-7,5.596494150638396e-7
TAP,AAVAH3-10,2,2.916598015645331e-7,4.124692469716083e-7,2.916598015645331e-7,1.4582990078226654e-7,4.374897023467996e-7
TAP,AAVAH4-N11,2,2.8624565557694545e-7,4.0481248828729405e-7,2.8624565557694545e-7,1.4312282778847273e-7,4.2936848336541816e-7
TAP,AAV3wt,2,1.5165525035870405e-7,2.1447291186236645e-7,1.5165525035870405e-7,7.582762517935203e-8,2.2748287553805608e-7
TAP,AAVAH3-N5,2,1.1693468541902268e-7,1.6537061803141327e-7,1.1693468541902268e-7,5.846734270951134e-8,1.7540202812853401e-7
TAP,AAVJEA2-D1,2,1.1505760328060648e-7,1.627160230135768e-7,1.1505760328060648e-7,5.752880164030324e-8,1.7258640492090972e-7
TAP,AAV2_A2,2,0,0,0,0,0
TAP,AAV2_BR1,2,0,0,0,0,0
TAP,AAV2HBKO,2,0,0,0,0,0
TAP,AAV2_L1,2,0,0,0,0,0
TAP,AAV2_L1mut1,2,0,0,0,0,0
TAP,AAV2_L1mut2,2,0,0,0,0,0
TAP,AAV2_P2,2,0,0,0,0,0
TAP,AAV2_P4,2,0,0,0,0,0
TAP,AAV2_P5,2,0,0,0,0,0
TAP,AAV2YF,2,0,0,0,0,0
TAP,AAV3_A1,2,0,0,0,0,0
TAP,AAV3_A6,2,0,0,0,0,0
TAP,AAV4_A2,2,0,0,0,0,0
TAP,AAV4_A6,2,0,0,0,0,0
TAP,AAV4_P2,2,0,0,0,0,0
TAP,AAV4wt,2,0,0,0,0,0
TAP,AAV5_P4,2,0,0,0,0,0
TAP,AAV5wt,2,0,0,0,0,0
TAP,AAV8_A6,2,0,0,0,0,0
TAP,AAV8wt,2,0,0,0,0,0
TAP,AAV9_BR1,2,0,0,0,0,0
TAP,AAV9_K1,2,0,0,0,0,0
TAP,AAV9K449R_PHP.eB,2,0,0,0,0,0
TAP,AAV9_P1,2,0,0,0,0,0
TAP,AAV9_P3,2,0,0,0,0,0
TAP,AAVAH3-17,2,0,0,0,0,0
TAP,AAVAH3-18,2,0,0,0,0,0
TAP,AAVAH3-N1,2,0,0,0,0,0
TAP,AAVAH3-N10,2,0,0,0,0,0
TAP,AAVAH3-N12,2,0,0,0,0,0
TAP,AAVAH3-N2,2,0,0,0,0,0
TAP,AAVAH3-N6,2,0,0,0,0,0
TAP,AAVAH3-N8,2,0,0,0,0,0
TAP,AAVAH4-6,2,0,0,0,0,0
TAP,AAVAH4-7,2,0,0,0,0,0
TAP,AAVAH4-N3,2,0,0,0,0,0
TAP,AAVAH4-N5,2,0,0,0,0,0
TAP,AAVAH4-N6,2,0,0,0,0,0
TAP,AAVAH4-N7,2,0,0,0,0,0
TAP,AAVAnc80L65,2,0,0,0,0,0
TAP,AAVJEA2-D10,2,0,0,0,0,0
TAP,AAVJEA2-D16,2,0,0,0,0,0
TAP,AAVJEA2-D3,2,0,0,0,0,0
TAP,AAVJEA2-H2,2,0,0,0,0,0
TAP,AAVJEA2-S11,2,0,0,0,0,0
TAP,AAVJEA3-D12,2,0,0,0,0,0
TAP,AAVJEA3-D16,2,0,0,0,0,0
TAP,AAVJEA3-D20,2,0,0,0,0,0
TAP,AAVJEA3-D4,2,0,0,0,0,0
TAP,AAVJEA3-D5,2,0,0,0,0,0
TAP,AAVJEA3-D7,2,0,0,0,0,0
TAP,AAVJEA3-H13,2,0,0,0,0,0
TAP,AAVJEA3-H19,2,0,0,0,0,0
TAP,AAVJEA3-H20,2,0,0,0,0,0
TAP,AAVJEA3-H3,2,0,0,0,0,0
TAP,AAVJEA3-S10,2,0,0,0,0,0
TAP,AAVJEA3-S2,2,0,0,0,0,0
TAP,AAVJEA3-S4,2,0,0,0,0,0
TAP,AAVJEA3-S5,2,0,0,0,0,0
TAP,AAVLK03,2,0,0,0,0,0
TAP,AAVM41,2,0,0,0,0,0
TAP,AAVpo1_A1,2,0,0,0,0,0
TAP,AAVrh10_P5,2,0,0,0,0,0
TAP,AAVrh10wt,2,0,0,0,0,0
