AAV_ID,n,mean,sd,median,IQR_lower,IQR_upper
AAV8_P4,21,0.009844387341957302,0.002580826248042085,0.010092751882349068,0.00831386807228467,0.011257004254848607
AAV8_P2,21,0.009409941213852926,0.007202295021973867,0.008278102573318003,0.00459370705041041,0.014556074872907577
AAV5_A2,21,0.008888445280747538,0.0025624395637112232,0.009245785799244727,0.006982318184916663,0.010558001630271664
AAVpo1_A6,21,0.008563780484214035,0.002176787310460268,0.008236808575363953,0.006834889364539194,0.009598524712408905
AAV8_A2,21,0.00847198198794644,0.0031466027678660534,0.008298398354826958,0.006574778762264727,0.010611614720414674
AAV7_A1,21,0.0063939107393912314,0.003768984799608536,0.006335021509357131,0.004639410119380917,0.006841872001767541
AAV8_P5,21,0.005770950620252387,0.0023581004992936907,0.005196072489343509,0.004538914598424819,0.006894815617535062
AAV5_A6,21,0.0054383491467330245,0.001973029195607021,0.005053011338112588,0.003612060918756901,0.0063575749325084484
AAV1_A1,21,0.005408622869695584,0.006729092108147377,0.0033628242128464943,0.0014029105808498977,0.006019833895070298
AAV9_A1,21,0.005364949339699402,0.0018812531529559132,0.005316237731753617,0.00414637207086384,0.006626679453947258
AAVpo1_P4,21,0.005354821332813823,0.005177054664891819,0.004353453346777474,0.003829454625994528,0.005155669343014575
AAV9_P5,21,0.004648853575767108,0.0010863392077230221,0.004520367720923507,0.004052079983842724,0.00501774741839216
AAVrh10_A6,21,0.0040764778070734985,0.002067527534380895,0.0038805825842473016,0.002605478259085594,0.004592242231802073
AAV3_P4,21,0.003993294381617557,0.0027548312342405104,0.004904886070179518,0.0015183070433527005,0.006227484367686492
AAVrh10_P5,21,0.002788321941173367,0.0018923888434272393,0.001703288447047319,0.0013635510133289052,0.003819333962156557
AAV4mut_WT,21,0.0026686835742606055,0.009682165677522914,4.1892868550161586e-4,8.802996207312633e-5,7.235940760115565e-4
AAV9_WT,21,0.0025285217205925858,0.0037779246496394327,0.0013851333139151148,9.884430013364206e-4,0.0026851330470158393
AAV8_A6,21,0.0024463102034075882,0.001523162886606219,0.0025403401856440204,0.0010940934382502765,0.003266899050125661
AAV7_WT,21,0.0023216365197612694,0.0011841405646864883,0.0023453878172179396,0.0017351940164257711,0.002932362984027788
AAV6_P5,21,0.0019436984417431674,0.0036607259899696268,6.187687792297622e-5,0,0.00176566105927175
AAVpo1_P5,21,0.001546563987798529,4.987209438850645e-4,0.0016026377077825006,0.0012575876266483303,0.00172823582588616
AAV4_P5,21,0.0012905844748601226,0.0029222875033071273,1.9757094860316067e-4,2.475191204783354e-5,4.3742867969640036e-4
AAVrh10_A1,21,0.0012448834629540995,0.001441100677162954,7.163474058763425e-4,3.9037279651245045e-4,0.0015221311119656997
AAV4_A1,21,0.0012411620696636018,0.001988192394653905,2.794972455500453e-4,2.6761145909983403e-5,0.0010377496615395017
AAV2_WT,21,0.001134342439676175,5.715069255466971e-4,9.098907816787031e-4,8.163674946702657e-4,0.001459620824395469
AAV5_P5,21,0.0010394407607881295,6.302011979907139e-4,8.505886321741239e-4,6.658610297915531e-4,0.0011862370824824464
AAV9_P2,21,0.001019138894549157,0.0019803860653696955,2.9769122533196727e-4,2.0638540215897072e-5,9.258503564601088e-4
AAV2_A1,21,9.91708171901543e-4,7.989929455524355e-4,8.768945055776828e-4,4.831996545347963e-4,0.001440921583096783
AAV5_P4,21,9.860597192049311e-4,6.942005076105179e-4,7.43910573453593e-4,5.302500790793692e-4,9.704319542808966e-4
AAV4_WT,21,9.660096890666103e-4,0.004107972315496683,7.941795338249459e-6,0,2.9995668811117484e-5
AAV2_A2,21,9.525348390690278e-4,8.490246369661569e-4,9.126012746162457e-4,3.539226356899905e-4,0.0012270628342275543
AAVrh10_WT,21,7.232349123533064e-4,5.780161093174144e-4,6.545489386863848e-4,2.4073180018209744e-4,0.0011971745076044453
AAV3_WT,21,6.101112243338938e-4,4.837594211462102e-4,5.606398014645115e-4,3.6371541596294613e-4,8.558522168637398e-4
AAV4mut_P4,21,5.841289718508625e-4,0.0010895565401049575,7.718074056272714e-5,1.4525417084830929e-5,5.870586182115751e-4
AAV2_P5,21,3.7146195477311334e-4,7.324148682709971e-4,7.234152740902703e-5,7.984807291884199e-6,2.860812762089734e-4
AAV2_P4,21,3.4759473647676256e-4,4.323477786381484e-4,2.021361759765793e-4,6.7114289458377724e-6,5.451980581200267e-4
AAV4mut_A1,21,3.1320946938762003e-4,9.330517845691472e-4,1.2276479887692185e-5,3.802752803062877e-6,2.3811898236743574e-5
AAV4mut_P2,21,2.987539727875176e-4,0.0012922473614650459,0,0,1.1332777275680037e-5
AAV2_P2,21,2.6855914251640154e-4,9.283014818590137e-4,1.5037925811857755e-5,3.289814196243751e-6,1.2944801579248207e-4
AAV2_A6,21,2.449762592207552e-4,9.720870830277825e-4,3.0803277712813496e-6,0,5.935775791969252e-5
AAV5_A1,21,2.2075659102095186e-4,1.8295078575044063e-4,1.5311580600632806e-4,1.1558636548022886e-4,2.816043172312733e-4
AAV3_P5,21,2.002740017968517e-4,4.3759140944613886e-4,6.490343042222285e-5,2.8801265850970847e-6,1.9805780560526118e-4
AAV5_WT,21,1.8760321103182897e-4,1.873194006611318e-4,1.7501412897948787e-4,2.307862971509312e-5,2.2968784941673873e-4
AAV3_P2,21,1.6708484776127038e-4,4.080045226305714e-4,5.633134609125219e-6,0,3.2359935442340674e-5
AAVpo1_A1,21,1.3002246752071874e-4,2.6901590955981825e-4,3.1927095848218517e-5,3.777993893226978e-6,1.0638991827844463e-4
AAV12_A6,21,1.1976760254421542e-4,3.7931394113544957e-4,0,0,0
AAV4mut_A6,21,1.1189995575192277e-4,5.2712234404258346e-5,9.352545576862465e-5,7.72543253083337e-5,1.4275804088636443e-4
AAV3_A6,21,9.456195979616325e-5,2.093209840556516e-4,1.917469905581507e-5,1.8834901235585025e-6,6.321463408494054e-5
AAV12_A1,21,7.726916532341625e-5,2.0073221874403497e-4,0,0,0
AAV8_A1,21,5.970453873605495e-5,2.02488269324046e-4,0,0,4.2629642584943075e-6
AAV8_WT,21,5.142694368777821e-5,1.7257572213374934e-4,0,0,1.7613374105195236e-5
AAV12_A2,21,4.8524559891656846e-5,2.2236746876793564e-4,0,0,0
AAV6_A2,21,3.1654870609902095e-5,7.960517865741083e-5,0,0,0
AAV4_P2,21,1.210410444508289e-5,3.380246054472581e-5,0,0,0
AAVpo1_WT,21,1.185350497479484e-5,4.4107892781117036e-5,0,0,1.159579594404747e-6
AAV12_P2,21,7.070395284655578e-6,3.240062158519302e-5,0,0,0
AAV12_P4,21,4.467929782403845e-6,2.0474626427613203e-5,0,0,0
AAV3_A2,21,3.861029185930368e-6,1.194820533478943e-5,0,0,0
AAV3_A1,21,1.8674811417692798e-6,7.0591180114326755e-6,0,0,0
AAV4_A6,21,0,0,0,0,0
AAV4mut_P5,21,0,0,0,0,0
AAV4_P4,21,0,0,0,0,0
AAV5_P2,21,0,0,0,0,0
AAV6_A6,21,0,0,0,0,0
