AAV_ID,n,mean,sd,median,IQR_lower,IQR_upper
AAV2_A6,2,9.494182352834167e-4,1.543087280822701e-4,9.494182352834167e-4,8.948618612717946e-4,0.0010039746092950388
AAVpo1_A2,2,8.683994763570063e-4,1.5417293689819997e-4,8.683994763570063e-4,8.138911117789248e-4,9.229078409350879e-4
AAV7_WT,2,6.998095811040946e-4,4.2726477660981157e-4,6.998095811040946e-4,5.487486706526179e-4,8.508704915555711e-4
AAVrh10_WT,2,6.887951338314296e-4,1.0880761166326706e-4,6.887951338314296e-4,6.503258338055253e-4,7.27264433857334e-4
AAV3_P4,2,6.463044778415136e-4,3.7335787425295133e-4,6.463044778415136e-4,5.143025354946855e-4,7.783064201883418e-4
AAV5_P2,2,6.25621247405922e-4,8.791520763951658e-4,6.25621247405922e-4,3.1479404994929423e-4,9.364484448625497e-4
AAV9_WT,2,4.8571310558351283e-4,6.698205169744944e-5,4.8571310558351283e-4,4.620313740969856e-4,5.093948370700401e-4
AAV8_WT,2,4.8106133695776076e-4,9.140771163118879e-5,4.8106133695776076e-4,4.4874383058418176e-4,5.133788433313398e-4
AAV4_P5,2,3.622752525162445e-4,1.4512411909522443e-4,3.622752525162445e-4,3.1096612815326586e-4,4.135843768792232e-4
AAV3_P5,2,2.1442852654620715e-4,1.0542794951711163e-4,2.1442852654620715e-4,1.7715411753113582e-4,2.5170293556127843e-4
AAV4mut_P4,2,1.9368900709150095e-4,2.7064964422491195e-4,1.9368900709150095e-4,9.799990771292008e-5,2.8937810647008185e-4
AAV2_P4,2,1.7378686535464584e-4,2.4540101929692204e-4,1.7378686535464584e-4,8.702450292717366e-5,2.6054922778211804e-4
AAV4_P4,2,1.5280893111770124e-4,2.1200990142770468e-4,1.5280893111770124e-4,7.785211162859051e-5,2.2776575060681197e-4
AAV4mut_P5,2,1.2008521490299484e-4,1.6982613955630302e-4,1.2008521490299484e-4,6.004260745149742e-5,1.8012782235449226e-4
AAV5_A1,2,1.1376785324588849e-4,8.21009647840592e-5,1.1376785324588849e-4,8.474077877550538e-5,1.4279492771627158e-4
AAV5_WT,2,1.0910093524240045e-4,0.00014162573734882164,1.0910093524240045e-4,5.9028675607452115e-5,1.591731948773488e-4
AAV3_WT,2,9.920252628817278e-5,1.3967057566189602e-4,9.920252628817278e-5,4.982152069679507e-5,1.485835318795505e-4
AAV4mut_A6,2,4.129167428699786e-5,3.053067050900001e-6,4.129167428699786e-5,4.0212252079443555e-5,4.237109649455217e-5
AAV12_A1,2,2.6610285080647675e-5,3.763262605966637e-5,2.6610285080647675e-5,1.3305142540323837e-5,3.991542762097151e-5
AAV6_A2,2,2.0666149807087906e-5,2.922634933921784e-5,2.0666149807087906e-5,1.0333074903543953e-5,3.099922471063186e-5
AAVpo1_A1,2,2.0557550752981297e-5,2.8300279782507634e-5,2.0557550752981297e-5,1.0551890881137447e-5,3.056321062482515e-5
AAV6_P4,2,3.1435833672438055e-6,4.4456982324066715e-6,3.1435833672438055e-6,1.5717916836219027e-6,4.715375050865708e-6
AAV3_P2,2,1.623513183863516e-6,4.6508065528415094e-7,1.623513183863516e-6,1.459082341288463e-6,1.7879440264385692e-6
AAV4mut_P2,2,1.0036940022134212e-6,1.4194376704027516e-6,1.0036940022134212e-6,5.018470011067106e-7,1.5055410033201319e-6
AAV4_P2,2,8.412330163299346e-7,1.1896831408098207e-6,8.412330163299346e-7,4.206165081649673e-7,1.2618495244949019e-6
AAV4_A6,2,4.6843835870987365e-7,6.624718800232961e-7,4.6843835870987365e-7,2.3421917935493682e-7,7.026575380648105e-7
AAV4mut_WT,2,2.603367310753356e-7,3.6817173587061677e-7,2.603367310753356e-7,1.301683655376678e-7,3.9050509661300343e-7
AAV2_A1,2,2.408661854195936e-7,3.406362261374619e-7,2.408661854195936e-7,1.204330927097968e-7,3.612992781293904e-7
AAV2_P5,2,1.9730388373002596e-7,2.79029828279887e-7,1.9730388373002596e-7,9.865194186501298e-8,2.9595582559503896e-7
AAV12_A2,2,0,0,0,0,0
AAV12_A6,2,0,0,0,0,0
AAV12_P2,2,0,0,0,0,0
AAV12_P4,2,0,0,0,0,0
AAV12_P5,2,0,0,0,0,0
AAV12_WT,2,0,0,0,0,0
AAV3_A1,2,0,0,0,0,0
AAV3_A2,2,0,0,0,0,0
AAV3_A6,2,0,0,0,0,0
AAV4_A1,2,0,0,0,0,0
AAV4_A2,2,0,0,0,0,0
AAV4mut_A1,2,0,0,0,0,0
AAV4mut_A2,2,0,0,0,0,0
AAV4_WT,2,0,0,0,0,0
AAV6_A1,2,0,0,0,0,0
AAVpo1_WT,2,0,0,0,0,0
