celltype,AAV_ID,n,mean,sd,median,IQR_lower,IQR_upper
aNSC,AAV7_P5,3,0.007514318710972668,0.0018042379137376467,0.007672435615377038,0.0066543308815413815,0.00845336499260614
aNSC,AAV8_P2,3,0.006947802447643232,0.0015836420780702591,0.007256768600730155,0.00624460706203519,0.007805480909794735
aNSC,AAV5_A2,3,0.006809319676544085,0.0020802477070889142,0.006109611074149432,0.005639375387066664,0.007629409664824179
aNSC,AAVpo1_A6,3,0.006583833704224267,3.9849655433099926e-4,0.006586121415759023,0.006385159817474607,0.006783651446741307
aNSC,AAV9_A1,3,0.006391172245465134,0.00196684778339476,0.007215001846737137,0.0056806869588004886,0.007513572332765781
aNSC,AAV5_A6,3,0.0056156618782901,0.004514121661705742,0.00323042243984208,0.003012472040164486,0.007026231997191704
aNSC,AAV8_A2,3,0.005234998763545207,0.0034682806154189847,0.0059372769524404815,0.0037032989679043325,0.00711783765363372
aNSC,AAVrh10_A6,3,0.004941001566293926,0.0026553313756524995,0.004592242231802073,0.0035347628414733896,0.006172860623868537
aNSC,AAV9_P5,3,0.0045038177109834,0.0016938553719094388,0.004839708294366875,0.0037534449310699203,0.005422135782588617
aNSC,AAV6_P5,3,0.0039058434319146273,0.0066557852331325185,6.437132880816108e-5,6.312410336556864e-5,0.005827826708910453
aNSC,AAV1_A1,3,0.003600832367322781,0.0037383125386359706,0.003307964195757163,0.001662766013355159,0.005392464635507594
aNSC,AAV8_P5,3,0.003472143380927628,0.0020950489250084157,0.0042307855816767475,0.002667121003417491,0.004656486858812325
aNSC,AAVrh10_P5,3,0.003059647349853323,0.0014717348317712987,0.003815791611940496,0.0025896713126347007,0.0039076955181155315
aNSC,AAVpo1_P4,3,0.0030273833395620983,0.0010777529406113759,0.0034504002672459074,0.0026263476963458835,0.0036399274466202176
aNSC,AAV9_WT,3,0.0024436132805437352,0.001080211720855086,0.002934708802924795,0.002069905476482944,0.0030628688457950562
aNSC,AAV8_A6,3,0.0020547941637885482,0.0011426042154257668,0.0019000129267665862,0.0014487417206199915,0.0025834559884461237
aNSC,AAV4_A1,3,0.0020029735468570565,0.0032065154380113625,2.794972455500453e-4,1.5312919573001434e-4,0.002991079747330593
aNSC,AAV7_WT,3,0.0018306469702435207,8.230950373828039e-4,0.0017973129094178935,0.0014110191349766934,0.002233607775097534
aNSC,AAVrh10_A1,3,0.0016469874949183775,0.002030508710841354,9.861897311884622e-4,5.076890649978986e-4,0.0024558870429738987
aNSC,AAV3_P4,3,0.001622588367699743,0.0014949034594542259,9.842608884718567e-4,7.685390985436114e-4,0.002157473897241931
aNSC,AAV4_P5,3,0.0012484718462948798,0.0021350625899943993,2.6472596696892648e-5,1.580826213226304e-5,0.001870135805658503
aNSC,AAV2_A2,3,0.0010802544493923464,6.842391303600507e-4,8.291756714227213e-4,6.930996546888491e-4,0.0013418698551110311
aNSC,AAV4mut_A1,3,0.001071032373735062,0.0018149327915976893,3.412235034512228e-5,2.319941511640723e-5,0.001600410320658747
aNSC,AAVpo1_P5,3,9.827028566424395e-4,8.161126079343451e-4,0.0012575876266483303,6.611137363018402e-4,0.0014417343619859842
aNSC,AAV5_P5,3,9.683185691166969e-4,7.687452904600637e-4,5.920062712196157e-4,5.261165539104326e-4,0.0012223644353744206
aNSC,AAV2_WT,3,7.288654067265226e-4,2.486790111436822e-4,8.324787719725269e-4,6.38805980855839e-4,8.707315152202083e-4
aNSC,AAV5_P4,3,7.142638159496904e-4,1.6210240003101928e-4,7.467676479931622e-4,6.425699553490696e-4,8.022095925720472e-4
aNSC,AAV4mut_P4,3,7.06153843113766e-4,7.167858303998359e-4,6.761662111283028e-4,3.4049932905970713e-4,0.0010568145411750933
aNSC,AAV9_P2,3,6.066171611851448e-4,5.261483819607653e-4,8.80876909500183e-4,4.404384547500915e-4,9.099257417777172e-4
aNSC,AAV2_P4,3,5.957467869464175e-4,5.860605680032486e-4,6.035648431646182e-4,3.046905725856001e-4,8.907120294163352e-4
aNSC,AAV2_A1,3,5.315026934776299e-4,5.411547823749985e-4,4.831996545347963e-4,2.496591582344504e-4,7.891947092493926e-4
aNSC,AAV3_WT,3,3.391596380657128e-4,2.9336193532941387e-4,4.503905635178111e-4,2.284195563663134e-4,5.055151824911613e-4
aNSC,AAV3_A6,3,3.224448479541067e-4,5.106658902999542e-4,5.454310501457604e-5,2.8009996271391644e-5,4.829288281670564e-4
aNSC,AAVrh10_WT,3,3.014571745578433e-4,3.27750654974296e-4,2.4073180018209744e-4,1.2452384989700138e-4,4.480278120308123e-4
aNSC,AAV3_P5,3,2.2767136599606257e-4,2.0157977417568847e-4,2.946856047810891e-4,1.4790261712226743e-4,3.40947234262371e-4
aNSC,AAV4mut_WT,3,2.2519214180320056e-4,3.172672859457591e-4,5.37949549700452e-5,4.214139717919977e-5,3.225442930106237e-4
aNSC,AAV5_WT,3,2.0192351148375459e-4,3.0373612967125516e-4,5.2227447317037604e-5,2.715963164843825e-5,3.0183935923571245e-4
aNSC,AAV5_A1,3,1.6474918861339425e-4,1.935802308040504e-4,1.1558636548022886e-4,5.8038452679805555e-5,2.4687851298040025e-4
aNSC,AAV2_P5,3,1.2398035488431314e-4,1.9448455710451614e-4,1.3203491368412962e-5,1.1698007694963782e-5,1.8087427031571242e-4
aNSC,AAV2_P2,3,1.1200407736683259e-4,1.8974676792754303e-4,4.925918206205561e-6,2.4629591031027806e-6,1.6800611605024887e-4
aNSC,AAV4mut_A6,3,7.937585348989214e-5,1.6959207561216266e-5,8.402522769976395e-5,7.23010523505259e-5,8.87753417341943e-5
aNSC,AAV2_A6,3,7.86495015979326e-5,1.339369950249768e-4,2.649447779166036e-6,1.324723889583018e-6,1.1797425239689889e-4
aNSC,AAVpo1_A1,3,4.097634893404257e-5,6.845723300255701e-5,1.763609697598256e-6,1.4529539913063172e-6,6.089337425855666e-5
aNSC,AAV8_WT,3,3.873839611887561e-5,6.709687028162156e-5,0,0,5.8107594178313415e-5
aNSC,AAV4_WT,3,2.9573228756754183e-5,4.8623629874254186e-5,3.0279488182241424e-6,1.5139744091120712e-6,4.435984313513127e-5
aNSC,AAV3_A2,3,6.892625595338212e-6,1.1938377728675464e-5,0,0,1.0338938393007318e-5
aNSC,AAV4mut_P2,3,2.9114364890003556e-6,5.0427559219585625e-6,0,0,4.367154733500533e-6
aNSC,AAV3_P2,3,1.8777115363750731e-6,3.2522917829598427e-6,0,0,2.8165673045626097e-6
aNSC,AAV8_A1,3,6.75915254628294e-7,1.1707195626270599e-6,0,0,1.013872881942441e-6
aNSC,AAVpo1_WT,3,3.818758484646772e-7,3.3072829523390334e-7,5.697588524261867e-7,2.8487942621309335e-7,5.728137726970158e-7
aNSC,AAV12_A1,3,0,0,0,0,0
aNSC,AAV12_A2,3,0,0,0,0,0
aNSC,AAV12_A6,3,0,0,0,0,0
aNSC,AAV12_P2,3,0,0,0,0,0
aNSC,AAV12_P4,3,0,0,0,0,0
aNSC,AAV3_A1,3,0,0,0,0,0
aNSC,AAV4_A6,3,0,0,0,0,0
aNSC,AAV4mut_P5,3,0,0,0,0,0
aNSC,AAV4_P2,3,0,0,0,0,0
aNSC,AAV4_P4,3,0,0,0,0,0
aNSC,AAV5_P2,3,0,0,0,0,0
aNSC,AAV6_A2,3,0,0,0,0,0
aNSC,AAV6_A6,3,0,0,0,0,0
Astro,AAV1_P5,3,0.13082666425071848,0.007169737881209865,0.12787157476494374,0.12673917100842153,0.13343661275012808
Astro,AAVpo1_P2,3,0.10280836103578339,0.04982671783359288,0.12318853627642896,0.0846053998190175,0.13120140987287207
Astro,AAV9_A2,3,0.10186944639470007,0.007490437401044209,0.10586834019226253,0.09954827806793234,0.10619006162024902
Astro,AAV7_P4,3,0.0826897380168319,0.006083927280956316,0.08227181325675012,0.07954868082203455,0.08562183283158836
Astro,AAV1_P4,3,0.07647439976216651,0.009005638576229059,0.07737252064951884,0.07221293621674853,0.08118492375126066
Astro,AAV6_WT,3,0.050039361513848704,0.0026439159987948053,0.05070333301751166,0.048915039681018374,0.05149566909851051
Astro,AAVrh10_P2,3,0.044504874531813725,0.01511205383079515,0.04130100955499033,0.03627633116090358,0.05113148541431217
Astro,AAV6_P4,3,0.03873874262785814,0.013543215663808904,0.04638113965699552,0.03474142312611209,0.046557260644172885
Astro,AAVrh10_A2,3,0.03807662638031927,0.005269828752418826,0.03598692920494572,0.03507953193844368,0.040028872234508094
Astro,AAV1_WT,3,0.030344235098665927,7.727674374493287e-4,0.02990672403814647,0.029898105360147503,0.030571609306924624
Astro,AAV7_A2,3,0.029599152930321403,0.0037794148246056594,0.02809909154565079,0.027449571559873865,0.03099870360843364
Astro,AAV1_A6,3,0.02881612632745453,0.013755946495679506,0.025545169952628434,0.021267828243450734,0.03472894622404528
Astro,AAV9_P4,3,0.026080885001155758,0.0026227519917483844,0.02568922198657068,0.024682606022053355,0.027283332472965622
Astro,AAV9_A6,3,0.02239542311179121,0.004240730255804344,0.021144867897716652,0.020032730842816877,0.024132837773728263
Astro,AAV7_A6,3,0.01866112109736827,0.0034737669756468117,0.01977056191088279,0.017269356319501068,0.02060760628199273
Astro,AAV7_P2,3,0.015920925218885155,8.193771967625396e-4,0.016183369851854992,0.015592924543736064,0.01638014821051917
Astro,AAVrh10_P4,3,0.01469044402064915,0.003732733762036603,0.013629518289992357,0.01261626753742574,0.016234157638544165
Astro,AAV8_P4,3,0.012852757882835422,0.003247206958347889,0.014117194526815782,0.011640366715864998,0.014697367371796024
Astro,AAV5_A2,3,0.011450678280317783,6.553204583437849e-4,0.011104636586611216,0.011072776254924636,0.011655559458857647
Astro,AAV8_A2,3,0.011175150538832774,0.002401940521125878,0.011631427526310746,0.010104612598693639,0.012473826972710895
Astro,AAV7_P5,3,0.011151303195374553,0.002387283351006275,0.01164417615842295,0.010100114247411883,0.012448928624861421
Astro,AAV8_P2,3,0.0105690751767939,0.005922683812605777,0.008406207988793385,0.007219012918240245,0.012837703841347296
Astro,AAVpo1_A6,3,0.010325521699214819,0.0022463890735823972,0.010506103652574011,0.009250197811745853,0.01149113656336338
Astro,AAV5_A6,3,0.007269479086843718,3.879656989972796e-4,0.007168985055430028,0.0070553164984830385,0.0074333946594975515
Astro,AAV3_P4,3,0.006622689732660815,0.001164883316306276,0.006227484367686492,0.005967154011252343,0.0070806227715821245
Astro,AAV7_A1,3,0.005840124418837907,0.0010451832115848363,0.006335021509357131,0.005487215814369024,0.006440481568566404
Astro,AAVpo1_P4,3,0.005216655838196768,6.938309371920037e-4,0.004865251594081891,0.004817040578486467,0.005440568975849629
Astro,AAV8_P5,3,0.004901768391680757,0.00197800358126567,0.004538914598424819,0.00383461357146577,0.005787496315267775
Astro,AAV1_A2,3,0.004434784250196626,0.0032639941694402653,0.005228502200562458,0.0030378167025966597,0.006228610772979508
Astro,AAV9_P5,3,0.004363674441784056,7.448846098273775e-4,0.004520367720923507,0.004036637953480004,0.004769057569657833
Astro,AAV1_P2,3,0.0039667010636837636,0.003267647322410498,0.004676346770185669,0.002539445760728838,0.005748779219889642
Astro,AAVpo1_A2,3,0.003920471896068421,0.0012891892632687224,0.0035275408910717516,0.003200505102902699,0.004443973186735808
Astro,AAV8_A6,3,0.0033566015234731544,7.263963450697559e-4,0.0035372356309127002,0.003047084092748925,0.003756436007917157
Astro,AAV9_A1,3,0.0031558192613352254,1.2888571517164586e-4,0.003082336538583441,0.0030814089860108865,0.003193488175283672
Astro,AAVrh10_A6,3,0.002933755447656301,7.103016177644635e-4,0.00328472384883552,0.0027005052294179783,0.003342489866484233
Astro,AAV9_P2,3,0.002313662034558025,0.0035367180336786644,3.187666502220538e-4,2.719160925601274e-4,0.003357960284387937
Astro,AAV7_WT,3,0.0022911176596010943,1.0997918870859301e-4,0.0022782735296274386,0.002233199010652302,0.002342614243563059
Astro,AAVrh10_P5,3,0.002092645875902625,0.0015229722992029942,0.0015939045299453987,0.0012377401229440453,0.0026981809558825915
Astro,AAV6_P5,3,0.0019028700265348792,0.0029600489007022596,3.240481739247368e-4,1.9549736804691092e-4,0.0028208317587177763
Astro,AAV1_A1,3,0.0017817022152752016,0.001765518099732711,8.078057891540378e-4,7.627123974477246e-4,0.0023137438200420968
Astro,AAVpo1_P5,3,0.0017130091064583072,5.154365967033251e-4,0.0016240671308746365,0.0014359492225623537,0.0019455980025624253
Astro,AAV9_WT,3,0.0015305722359445397,6.740166958336905e-4,0.0016455696171771201,0.0012260123374584263,0.0018926308250469435
Astro,AAV2_A1,3,0.0011062047994176516,3.715236893134589e-4,0.0011712326329953997,9.388464075780858e-4,0.0013060771080460913
Astro,AAVrh10_WT,3,0.001025956562880726,8.706619566947592e-4,6.545489386863848e-4,5.285695763529309e-4,0.0013376397373113505
Astro,AAVrh10_A1,3,9.679458577266012e-4,8.06285859525572e-4,6.243528294525594e-4,5.073628129825049e-4,0.0012567323883336766
Astro,AAV6_P2,3,9.678100087090811e-4,0.0016762961071578061,0,0,0.0014517150130636217
Astro,AAV2_WT,3,9.303255639715202e-4,1.7765342469131513e-4,8.312849504568318e-4,8.277773058458361e-4,9.8335351533986e-4
Astro,AAV5_P5,3,7.981802297253011e-4,1.516719575803335e-4,7.64976331802255e-4,7.154186807969041e-4,8.64339829692175e-4
Astro,AAV2_A2,3,7.707132873662043e-4,5.414218581965941e-4,9.126012746162457e-4,5.425385139355293e-4,0.0010698320544219
Astro,AAV4mut_WT,3,6.898539438169183e-4,4.1660679579624165e-4,5.154876118020537e-4,4.5212419545256725e-4,8.404005261738371e-4
Astro,AAV3_WT,3,6.635503643744722e-4,1.7154507205031634e-4,6.085419938555729e-4,5.673994381298383e-4,7.321971053596563e-4
Astro,AAV5_P4,3,3.9285258753706144e-4,4.6448734327837076e-5,0.00038219495276837633,3.674269396622854e-4,4.1294941802749496e-4
Astro,AAV2_P4,3,3.8159888659240407e-4,4.933920743419027e-4,1.2793148024711296e-4,9.72887495479526e-5,5.390753204642099e-4
Astro,AAV5_WT,3,2.1076283057767955e-4,3.128067322270929e-5,2.0029339798410353e-4,1.9317655669415004e-4,2.2311438816442102e-4
Astro,AAV12_A1,3,2.0613525734952958e-4,3.5703673896067106e-4,0,0,3.0920288602429436e-4
Astro,AAV4_P5,3,2.052769758791562e-4,4.4595610449036564e-5,1.9757094860316067e-4,1.813037497518428e-4,2.2539718836847182e-4
Astro,AAV5_A1,3,1.8481105100992635e-4,8.547302881055847e-5,1.5311580600632806e-4,1.364144178992529e-4,2.1736006161880066e-4
Astro,AAV4_A1,3,1.8418809185747153e-4,1.6208211358521648e-4,1.815486124112775e-4,1.0249522500481936e-4,2.6456121898702666e-4
Astro,AAV4mut_A6,3,1.233122040393052e-4,4.5796354856325266e-5,1.4275804088636443e-4,1.0687988076583131e-4,1.4946744573630867e-4
Astro,AAV3_P5,3,8.590153227640075e-5,9.777618522026661e-5,4.104436531001111e-5,2.9823395611970533e-5,1.1955108545763615e-4
Astro,AAV2_P2,3,7.74089918095674e-5,5.790060873160363e-5,8.774103382436239e-5,5.1389479818110075e-5,1.0859452480842222e-4
Astro,AAV4mut_P4,3,5.531354797941129e-5,5.640550010172895e-5,4.429802343701414e-5,2.476320076438911e-5,8.035613292323489e-5
Astro,AAV4mut_A1,3,5.321097057637888e-5,7.860939187018667e-5,1.6130657228291673e-5,8.065328614145837e-6,7.981645586456831e-5
Astro,AAV12_P2,3,4.949276699258904e-5,8.572398703833212e-5,0,0,7.423915048888357e-5
Astro,AAV2_P5,3,4.596609218171131e-5,5.867886527178864e-5,1.728661582073988e-5,1.2214627219841007e-5,6.537781896309589e-5
Astro,AAV4_P2,3,3.614740337051617e-5,5.361543141162319e-5,1.0693660751848407e-5,5.3468303759242035e-6,5.422110505577426e-5
Astro,AAV3_P2,3,3.426897954568799e-5,4.890898053950563e-5,6.204593169901723e-6,6.031543217722052e-6,4.847422268576079e-5
Astro,AAV2_A6,3,2.7015334606584104e-5,3.980632569389001e-5,5.334975869809016e-6,4.045208604538998e-6,3.9145281240241665e-5
Astro,AAV3_A6,3,2.131385400618081e-5,5.766232350364923e-6,1.917469905581507e-5,1.8048797534825006e-5,2.350933300235374e-5
Astro,AAVpo1_A1,3,1.0036568456194158e-5,7.661885726929794e-6,9.57151519627837e-6,6.094658562151361e-6,1.3745951720279062e-5
Astro,AAV4_WT,3,8.607912071609836e-6,2.136474941534599e-6,9.54856211651719e-6,7.855538723289398e-6,9.83061044238395e-6
Astro,AAV8_WT,3,5.871124701731745e-6,1.0169086280972052e-5,0,0,8.806687052597618e-6
Astro,AAV8_A1,3,4.924716291605367e-6,3.052470601644249e-6,4.2629642584943075e-6,3.260183559927223e-6,6.258373006727981e-6
Astro,AAV4mut_P2,3,3.027911144930317e-6,5.24449594382336e-6,0,0,4.541866717395475e-6
Astro,AAV3_A2,3,1.8979635966024998e-6,3.2873693802316906e-6,0,0,2.8469453949037498e-6
Astro,AAVpo1_WT,3,9.972271682331872e-7,3.148951700783436e-7,1.159579594404747e-6,8.969339103006566e-7,1.1786966392514977e-6
Astro,AAV12_A2,3,0,0,0,0,0
Astro,AAV12_A6,3,0,0,0,0,0
Astro,AAV12_P4,3,0,0,0,0,0
Astro,AAV3_A1,3,0,0,0,0,0
Astro,AAV4_A6,3,0,0,0,0,0
Astro,AAV4mut_P5,3,0,0,0,0,0
Astro,AAV4_P4,3,0,0,0,0,0
Astro,AAV5_P2,3,0,0,0,0,0
Astro,AAV6_A2,3,0,0,0,0,0
Astro,AAV6_A6,3,0,0,0,0,0
Epend,AAV1_P5,3,0.1423674910796416,0.016582627172769652,0.14814927278264498,0.13590863745036566,0.15171723556041927
Epend,AAV9_A2,3,0.1117612795901527,0.0032211497165879075,0.11197942038270234,0.11020801221624933,0.11342361736033088
Epend,AAV7_P4,3,0.105206019777797,0.007587751560769241,0.1027344696410081,0.10094833301531259,0.10822793147188697
Epend,AAV1_P4,3,0.08374135021919876,0.003402887462583986,0.08552587072663215,0.08267162596634879,0.08570333472576543
Epend,AAVpo1_P2,3,0.05422361928380265,0.011603681657049345,0.05006041868178618,0.04766815122492293,0.05869748704167413
Epend,AAV6_WT,3,0.0534886464644783,0.01813715188268113,0.04467281269673954,0.043058706551464584,0.05951066949362263
Epend,AAVrh10_A2,3,0.047730625616127884,0.008742706702973507,0.05097609388239256,0.044402695571658185,0.05268128979372992
Epend,AAVrh10_P2,3,0.03599731204738389,0.009678372263094735,0.03494164115226543,0.030915846739927977,0.04055094190728058
Epend,AAV6_P4,3,0.035617824334978426,0.02338342348332643,0.03128860945857315,0.022995070909344703,0.04607597032240951
Epend,AAV7_A2,3,0.03300557633833518,0.0051543745710903996,0.030903282932613903,0.030068942585012214,0.03489106338879751
Epend,AAV1_A6,3,0.031370480560828654,0.016131725438404795,0.03866756650213292,0.02577354984917223,0.040615954243137214
Epend,AAV1_WT,3,0.028993596026356407,0.004720186927800889,0.02836759939239956,0.026492621404459203,0.031181572331275186
Epend,AAV9_P4,3,0.0288364218360849,0.004237735685898658,0.029681841531254017,0.02696077215412016,0.031134781365634204
Epend,AAV9_A6,3,0.02220185190600554,0.0022253789956887047,0.02170689542013047,0.020986259402407316,0.023169966166666226
Epend,AAV7_A6,3,0.0175700362997587,0.003104394129989573,0.017724802855620194,0.016057978249121994,0.019159477628326156
Epend,AAV7_P2,3,0.01715107697882353,0.005265977368723177,0.016336558603615305,0.014338188030806144,0.019556706739236804
Epend,AAV8_P4,3,0.011363849223311358,6.580399635971465e-4,0.01104266978900662,0.010985372615660176,0.011581736113810172
Epend,AAV5_A2,3,0.011179886498354032,0.001099232540422866,0.011085249546951611,0.010608140802110123,0.011704313718896728
Epend,AAV7_P5,3,0.011058952699542634,0.0021935129562773953,0.011094280264676711,0.009971134799220707,0.012164434382431599
Epend,AAVrh10_P4,3,0.010409919310099389,0.003532889731573644,0.008634023321562791,0.008375665861588595,0.011556224764341885
Epend,AAVpo1_A6,3,0.008230413219708787,0.0013213591589753295,0.008393970220091073,0.0076144297923151335,0.008928175147293584
Epend,AAV8_A2,3,0.00818351816935306,0.0026418960657980427,0.008705190493868076,0.007012445920911949,0.009615426580051678
Epend,AAV8_P2,3,0.007971893065251893,0.005893810652725029,0.00459370705041041,0.004569129484795391,0.009685563638287655
Epend,AAV7_A1,3,0.007793275094516046,9.57841880680792e-4,0.0077805248165334325,0.007311198409150487,0.008268976640890298
Epend,AAV3_P4,3,0.006808053366506572,7.214895795072e-4,0.006713559965601097,0.006426013198445693,0.007142846834114713
Epend,AAV5_A6,3,0.005154719331330207,0.0010652367975744897,0.004775964467898595,0.004553291530741086,0.005566769700203521
Epend,AAVpo1_P4,3,0.004984546730953943,9.384745074536776e-4,0.004780398959515743,0.004472674360120632,0.005394345216068153
Epend,AAV8_P5,3,0.004736180273113061,0.0013700974321795671,0.0048219212879226925,0.00407357361792947,0.005441657435701468
Epend,AAV9_P5,3,0.004468142832793959,1.8488201996572464e-4,0.004457723760756701,0.004373207214699179,0.00455786891487011
Epend,AAVpo1_A2,3,0.004069843299857465,5.197165781310651e-4,0.003985063584141341,0.003791396246818359,0.00430590049503851
Epend,AAV1_A2,3,0.004030548423532589,0.004230155371002709,0.0030679265276552493,0.001716295002937258,0.005863490896189251
Epend,AAVrh10_A6,3,0.0035890248903715557,0.0010156174595443177,0.0038805825842473016,0.003170049391456397,0.004153779236224587
Epend,AAV1_A1,3,0.003578861620696895,0.0023198431872457235,0.0033138403861704886,0.002358375483510193,0.004666837140620393
Epend,AAV9_A1,3,0.00344387449022516,0.0012313793414144966,0.0033849465849493695,0.002813981821699035,0.00404430320611339
Epend,AAV1_P2,3,0.0032807370249655133,0.004850049054382548,9.903868678304126e-4,4.951934339152063e-4,0.00492110553744827
Epend,AAV8_A6,3,0.0032096549796438853,0.0018007829007144632,0.0025403401856440204,0.002189854531552578,0.0038947980307352595
Epend,AAV6_P5,3,0.003161832265031958,0.005476454128045935,0,0,0.004742748397547937
Epend,AAV7_WT,3,0.00287130927402043,5.360716627782583e-4,0.0028515549628678758,0.0025984713900429075,0.0031342700024216755
Epend,AAV9_WT,3,0.002047713969269467,0.001326124783479161,0.0013212381924566795,0.0012824038287484213,0.0024497862213841183
Epend,AAV6_P2,3,0.0014976338488099047,0.0014207687750051688,0.0016664477101162116,8.332238550581058e-4,0.0022464507732148573
Epend,AAVpo1_P5,3,0.001246498071816824,3.046518265266609e-4,0.0011148336184904134,0.001072327676068967,0.0013548362409014757
Epend,AAVrh10_P5,3,0.0011375032825752247,3.7532829714960914e-4,0.001026169220460018,9.283035108127173e-4,0.0012910360232801289
Epend,AAV2_WT,3,0.0011312349776515683,3.3940792939277716e-4,0.0011522980778751026,9.670420542796177e-4,0.0013059594511352858
Epend,AAV2_A1,3,0.0010653399215157253,3.6802598215071255e-4,8.768945055776828e-4,8.53297242848068e-4,0.0011831598922143615
Epend,AAV5_P5,3,0.0010334178458009317,2.520396598636767e-4,0.0010113401090695458,9.022417163131667e-4,0.0011535551069230038
Epend,AAV2_A2,3,9.87911548891696e-4,5.653475823665799e-4,0.0011167117633026423,7.429944037032407e-4,0.0012972288012856243
Epend,AAV4mut_WT,3,8.219621380579858e-4,7.342661520050872e-4,4.1892868550161586e-4,3.982023008236784e-4,0.0010442052490141083
Epend,AAVrh10_A1,3,7.499192469530381e-4,6.688023263656211e-4,3.717617987246715e-4,3.6381331444670744e-4,9.469464553451855e-4
Epend,AAV3_WT,3,7.301055073070409e-4,3.337954017264278e-4,6.396427347501144e-4,5.452540788166753e-4,8.697255495189432e-4
Epend,AAV9_P2,3,7.073335866019927e-4,7.095849338069173e-4,7.028521197727208e-4,3.514260598863604e-4,0.001061000379902989
Epend,AAVrh10_WT,3,6.877869256375071e-4,5.976523728696184e-4,4.769506873502102e-4,3.5053902018285265e-4,9.196167119485131e-4
Epend,AAV5_P4,3,6.432779381156723e-4,1.0736821173866658e-4,6.55673161814055e-4,5.92961620446712e-4,6.997918676338239e-4
Epend,AAV4_P5,3,6.201138722172719e-4,0.0010075812836491532,6.161663125346543e-5,3.8539149871936806e-5,9.224399740807037e-4
Epend,AAV3_P2,3,2.904701042749487e-4,4.6616263892610294e-4,4.3241215619866195e-5,2.1620607809933097e-5,4.3570515641242304e-4
Epend,AAV4mut_A6,3,2.1027029734933838e-4,5.373359887170242e-5,2.2171760067026672e-4,1.8672654099173555e-4,2.395377053674054e-4
Epend,AAV4mut_P4,3,2.0302414290525073e-4,2.7402491226809325e-4,7.718074056272714e-5,4.5853078823779036e-5,2.9727350581546067e-4
Epend,AAV5_WT,3,1.9859083074462273e-4,4.967341118137433e-5,2.2478174342987977e-4,1.8304232140856476e-4,2.2723479642330923e-4
Epend,AAV5_A1,3,1.8652205165081603e-4,1.0593113645339413e-4,2.3503763974593462e-4,1.500297497122444e-4,2.472721476369469e-4
Epend,AAV2_P4,3,1.8326486745535788e-4,1.61720765977353e-4,2.4384738305545796e-4,1.2192369152772898e-4,2.748973011830368e-4
