serotype	average	aNSC Set1	aNSC Set2	aNSC Set3	qNSC Set1	qNSC Set2	qNSC Set3	Prog Set1	Prog Set2	Prog Set3	Neurob Set1	Neurob Set2	Neurob Set3	Astro Set4	Astro Set5	Astro Set6	Oligo Set4	Oligo Set5	Oligo Set6	Epend Set4	Epend Set5	Epend Set6
AAVpo1_A6	0.008563780484214035	0.006586121415759023	0.00698118147772359	0.0061841982191901896	0.01305775607465776	0.005662398594303692	0.011207730113394435	0.007937309238902578	0.005865070784499628	0.009592306850798262	0.005817332178001452	0.011040374397965815	0.009598524712408905	0.007994291970917696	0.010506103652574011	0.012476169474152747	0.008140642061327882	0.008263830717426757	0.008236808575363953	0.006834889364539194	0.009462380074496093	0.008393970220091073
AAV8_A2	0.00847198198794644	0.0014693209833681832	0.008298398354826958	0.0059372769524404815	0.007708568732243681	0.004586045366938488	0.014005883224099704	0.01133467096824332	0.010230166783246203	0.01174857114292999	0.004477708783859312	0.007920139051039863	0.006574778762264727	0.008577797671076533	0.011631427526310746	0.013316226419111043	0.010611614720414674	0.007275993613937885	0.007656478182464259	0.008705190493868076	0.01052566266623528	0.005319701347955822
AAV7_A1	0.0063939107393912314	0.0040669574420432435	0.020900986605714798	0.005100632472596889	0.0028904251054301623	0.005948012834608302	0.007741290442545642	0.006356145221263085	0.0020049299167764576	0.00757804605744503	0.0027659875524939834	0.006631595790307271	0.004961069744098063	0.004639410119380917	0.006335021509357131	0.006545941627775676	0.006819588863501356	0.005176499347764627	0.004429759590565088	0.008757428465247165	0.006841872001767541	0.0077805248165334325
AAV8_P5	0.005770950620252387	0.0011034564251582346	0.0042307855816767475	0.005082188135947902	0.005196072489343509	0.008070167503668653	0.0066646560990665064	0.009850670067200595	0.006877856870999073	0.0060112304418782556	0.010800533387443755	0.008815223465133413	0.0048458177727181305	0.0031303125445067206	0.007036078032110731	0.004538914598424819	0.00481563309323327	0.006894815617535062	0.003017010079915578	0.006061393583480243	0.0048219212879226925	0.003325225947936248
AAV5_A6	0.0054383491467330245	0.0027945216404868913	0.00323042243984208	0.010822041554541329	0.0054778050712283146	0.006182468157663707	0.0035506867283950304	0.005837429454643653	0.005053011338112588	0.003612060918756901	0.008204833543362313	0.003605174916183693	0.0033742693907627135	0.007697804263565076	0.007168985055430028	0.00694164794153605	0.004774373105749729	0.005732628468736242	0.00468101009840656	0.004775964467898595	0.004330618593583576	0.0063575749325084484
AAV1_A1	0.005408622869695584	1.7567830953154917e-5	0.007476965075258026	0.003307964195757163	0.030386999903495603	0.005803863126545672	0.0033628242128464943	7.908487815796435e-5	0.009902568715197804	0.002677283354635821	0.01397087773094314	0.008317647867399825	0.0010700811780986028	0.0038196818509301554	8.078057891540378e-4	7.176190057414114e-4	0.005454033982645073	0.004099782156115906	0.001571844547640717	0.006019833895070298	0.0033138403861704886	0.0014029105808498977
AAV9_A1	0.005364949339699402	0.007215001846737137	0.007812142818794424	0.00414637207086384	0.009950806857127098	0.006626679453947258	0.006638033278828719	0.005894969134756507	0.0069933777780830965	0.006615763047917167	0.005316237731753617	0.006066311087939917	0.005459138909984243	0.003082336538583441	0.0030804814334383316	0.003304639811983903	0.004632198812018301	0.004215708774597695	0.005282113275657264	0.00470365982727741	0.0033849465849493695	0.0022430170584487002
AAVpo1_P4	0.005354821332813823	0.0018022951254458598	0.003829454625994528	0.0034504002672459074	0.0011888520279832585	0.004130994753684661	0.0043633895109145915	0.02736588787878007	0.0053200788679822544	0.00431401198803503	0.003415323170719424	0.005155669343014575	0.004353453346777474	0.004768829562891044	0.004865251594081891	0.006015886357617368	0.0037242480045065153	0.005258328049841419	0.004175253320712577	0.004780398959515743	0.004164949760725522	0.006008291472620563
AAV9_P5	0.004648853575767108	0.0060045632708103595	0.004839708294366875	0.002667181567772965	0.0033886384599322947	0.005500819933924008	0.0042665278152838855	0.0052928531720434855	0.0074994419840917785	0.004052079983842724	0.004779296511966384	0.006394117947443034	0.0037952251263034817	0.003552908186036501	0.00501774741839216	0.004520367720923507	0.004405617756970097	0.0036128801914612077	0.004631521251162638	0.004457723760756701	0.004288690668641658	0.004658014068983518
AAVrh10_A6	0.0040764778070734985	0.004592242231802073	0.0077534790159350005	0.0024772834511447056	0.010397575514316136	0.003236551526892334	0.004104817221298607	0.005143125861166138	7.140002232781272e-4	0.002605478259085594	0.005164651000706939	0.005147361488864647	0.0022029374212037284	0.0021162866100004367	0.0034002558841329466	0.00328472384883552	0.003710169791283945	0.004399013341108648	0.004389006586373285	0.002459516198665493	0.004426975888201872	0.0038805825842473016
AAV3_P4	0.003993294381617557	9.842608884718567e-4	5.528173086153662e-4	0.0033306869060120057	7.10724850429943e-5	4.830701597132703e-5	0.006455703876438067	0.0019334468477054739	0.0015183070433527005	0.004904886070179518	4.216552123470568e-5	0.0015545159102058445	0.0065408608631018	0.005706823654818194	0.006227484367686492	0.007933761175477758	0.004275843852577657	0.00537854387090583	0.0059755342566513905	0.007572133702628329	0.006713559965601097	0.00613846643129029
AAVrh10_P5	0.002788321941173367	0.0039995994242905675	0.003815791611940496	0.0013635510133289052	0.005300919768660785	0.001703288447047319	0.0015488705618930626	0.004928228416159927	0.006735391641921018	0.0010413281021302513	0.003819333962156557	0.006495750214312765	0.0011635007938980157	0.0015939045299453987	0.0038024573818197845	8.815757159426917e-4	0.0019708469205674123	0.0014917284185939682	0.0034861839923061052	8.304378011654167e-4	0.0015559028261002395	0.001026169220460018
AAV4mut_WT	0.0026686835742606055	3.0487839388354333e-5	5.37949549700452e-5	5.912936310512022e-4	6.0308413205946265e-5	6.317078508344691e-5	0.0012205311486082715	8.802996207312633e-5	5.299290685086946e-4	2.791966007836935e-4	6.957118704977716e-5	1.0553539331073133e-4	0.04484661154151675	0.0011653134405456205	3.8876077910308086e-4	5.154876118020537e-4	5.438037528749599e-4	7.235940760115565e-4	0.0023010484594114446	4.1892868550161586e-4	3.77475916145741e-4	0.0016694818125266005
AAV9_WT	0.0025285217205925858	0.0031910288886653174	0.0012051021500410933	0.002934708802924795	7.173995103504343e-4	0.0031156992857488816	7.927410702450281e-4	0.0011963490692706805	7.284088510648946e-4	9.884430013364206e-4	0.0022106327394024444	0.0013851333139151148	6.094958656516797e-4	0.0016455696171771201	0.002139692032916767	8.064550577397325e-4	0.018517760115519793	0.0026851330470158393	0.0020860618056498664	0.0012435694650401632	0.0035783342503115574	0.0013212381924566795
AAV8_A6	0.0024463102034075882	0.003266899050125661	0.0019000129267665862	9.974705144733967e-4	3.4217915805113474e-5	9.664058296509105e-4	0.003260783629278897	3.632481977126171e-6	0.0012740350950809674	0.002761734210225548	0.004642829376155526	0.004941584681080975	0.002253776683513961	0.0025569325545851495	0.0035372356309127002	0.003975636384921614	0.003218869965549348	0.0010573989642739387	0.0010940934382502765	0.0025403401856440204	0.0018393688774611362	0.0052492558758264985
AAV7_WT	0.0023216365197612694	0.0017973129094178935	0.0010247253605354934	0.0026699026407771753	4.329253887018635e-5	0.0017351940164257711	0.0021741413113728326	3.080840477760706e-4	0.0013466359911015072	0.0014996531787605032	0.0054786541796774035	0.0036734490680396955	0.002932362984027788	0.002406954957498679	0.002188124491677165	0.0022782735296274386	0.0025152541903104967	0.0030407960807077115	0.0030276276163215547	0.0028515549628678758	0.0023453878172179396	0.0034169850419754747
AAV6_P5	0.0019436984417431674	6.187687792297622e-5	0.011591282089012745	6.437132880816108e-5	0	0	0	0	0	0	0	0.009232730920658249	0.00176566105927175	0.005317615343510816	6.694656216908501e-5	3.240481739247368e-4	0.002463895409799522	4.437427164326026e-4	0	0.009485496795095874	0	0
AAVpo1_P5	0.001546563987798529	6.463984595535006e-5	0.0016258810973236381	0.0012575876266483303	0.0016077835509268979	0.002100775238105773	0.0020909449189729927	0.0016327680275737494	0.0011941658690190714	0.0023552283339662986	0.0014415760571425277	0.0015639916853843262	0.00172823582588616	0.0012478313142500707	0.0016240671308746365	0.002267128874250214	0.0016026377077825006	0.0013933536669311958	0.0019397527573249075	0.001594838863312538	0.0010298217336475205	0.0011148336184904134
AAV4_P5	0.0012905844748601226	5.143927567633432e-6	2.6472596696892648e-5	0.0037137990146201135	1.1871152609902287e-5	1.934268622987998e-5	3.405121695948068e-5	1.7012830354968445e-5	2.475191204783354e-5	3.235220137848777e-4	0.012645840726863408	0.005110321537445124	4.347015293248777e-4	1.6503655090052496e-4	1.9757094860316067e-4	2.5322342813378294e-4	4.3742867969640036e-4	4.1807611034937544e-4	0.0014037654932225199	1.546166849040817e-5	0.001783263316907942	6.161663125346543e-5
AAVrh10_A1	0.0012448834629540995	0.003925584354759335	2.9188398807335065e-5	9.861897311884622e-4	2.804786673619554e-5	0.0024003797359965708	6.749071470294388e-4	0.006080771091298286	3.92658965689588e-4	0.001122074436906833	0.001667091023674399	2.8415751801498353e-5	6.380254998696858e-4	6.243528294525594e-4	0.001889111947214794	3.9037279651245045e-4	7.163474058763425e-4	0.0013122041970283006	9.870718013349003e-4	0.0015221311119656997	3.717617987246715e-4	3.558648301687433e-4
AAV4_A1	0.0012411620696636018	0.00570266224911114	2.6761145909983403e-5	2.794972455500453e-4	2.0000912059536475e-5	0.005312039595117464	0.0018645451789708074	0.006111755175253753	8.519295115676822e-4	0.0010377496615395017	0.0026434898082611435	5.526341076776675e-6	2.187687025580859e-4	3.4757382556277586e-4	2.3441837598361222e-5	1.815486124112775e-4	7.369943629255447e-4	4.2988416513810686e-4	9.349976504782988e-5	0	1.7673536727582222e-4	0
AAV2_WT	0.001134342439676175	4.451331897391512e-4	8.324787719725269e-4	9.089842584678896e-4	0.0016220180185320854	0.001063449783976787	0.0016824542212228657	0.0012929834063118233	0.0023058981327951965	7.084056784906814e-4	2.4381571917177496e-4	0.001823240309078479	8.163674946702657e-4	0.001135422080222888	8.312849504568318e-4	8.242696612348405e-4	9.098907816787031e-4	5.683119041414849e-4	0.002413077938080694	0.001459620824395469	7.817860306841329e-4	0.0011522980778751026
AAV5_P5	0.0010394407607881295	0.0018527225995292255	5.920062712196157e-4	4.602268366012494e-4	0.002926231838739253	0.0017130322311395504	8.65402820191783e-4	0.0011862370824824464	4.791400658960388e-4	7.823336522676653e-4	5.083255183319785e-4	0.0020957296572784627	7.309190668340644e-4	6.658610297915531e-4	9.637033275820949e-4	7.64976331802255e-4	8.831744423827743e-4	4.073910349037925e-4	8.505886321741239e-4	0.0012957701047764617	7.931433235567875e-4	0.0010113401090695458
AAV9_P2	0.001019138894549157	0	8.80876909500183e-4	9.389745740552514e-4	2.1585418885914888e-5	1.5073274024768633e-5	2.0638540215897072e-5	0.007197444624424922	9.258503564601088e-4	3.054441773323493e-4	7.114492868665251e-6	1.1928294739117712e-5	2.9769122533196727e-4	2.2506553489820105e-4	3.187666502220538e-4	0.00639715391855382	2.2725152294414974e-4	0.0014533070634266325	3.5749447842313424e-5	7.028521197727208e-4	0	0.0014191486400332571
AAV2_A1	9.91708171901543e-4	1.6118661934104555e-5	4.831996545347963e-4	0.001095189763963989	1.8599318630687e-5	2.056442178879099e-5	0.0028920303020124436	0.0012276165742582863	1.1080129983391869e-5	0.0017960240030821684	8.076647444522538e-4	1.927152963878489e-5	0.00179556291584654	7.064601821607718e-4	0.001440921583096783	0.0011712326329953997	0.0010470600484156858	6.610479199651129e-4	0.002420207458625234	8.296999801184531e-4	0.0014894252788510399	8.768945055776828e-4
AAV5_P4	9.860597192049311e-4	5.383722627049768e-4	8.576515371509322e-4	7.467676479931622e-4	0.001536985374214964	0.0025340580813480295	7.45353931463378e-4	0.0025830108014828733	0.0022061228437354244	9.21951135556777e-4	9.704319542808966e-4	0.0016400988963994544	6.429720411247337e-4	4.437038832866136e-4	0.00038219495276837633	3.526589265561944e-4	7.067088555460562e-4	4.979672425824144e-4	4.70409920761279e-4	5.302500790793692e-4	7.43910573453593e-4	6.55673161814055e-4
AAV4_WT	9.660096890666103e-4	0	3.0279488182241424e-6	8.56917374520384e-5	0.018873814182067197	3.1606087166637203e-6	6.491325308462334e-6	0	0	0	8.950727548001471e-6	1.1255220676972769e-5	3.87439307616728e-5	1.0112658768250712e-5	9.54856211651719e-6	6.162515330061606e-6	7.941795338249459e-6	8.825557556950494e-4	3.0875083299033794e-4	0	2.9995668811117484e-5	0
AAV2_A2	9.525348390690278e-4	0.0018545640387993409	8.291756714227213e-4	5.570236379549768e-4	5.616747574621244e-6	0.0011178328803249534	3.2490678149446546e-4	0.003702320120558439	1.1543880495852314e-4	1.4718464891449334e-5	0.001029302826663739	0.0014634722241932173	3.539226356899905e-4	0.0012270628342275543	1.724757532548129e-4	9.126012746162457e-4	0.0018314859629253077	4.6834332353233647e-4	0.001059232990691801	0.0014777458392686061	0.0011167117633026423	3.692770441038392e-4
AAVrh10_WT	7.232349123533064e-4	8.315899611905327e-6	2.4073180018209744e-4	6.553238238795272e-4	2.878714136724513e-5	0.0015400591986900252	8.945413004646071e-4	0.0011971745076044453	0.0013990969408056598	0.0013452675846759557	9.4881601811381e-6	1.590803072852176e-5	8.225458470695914e-4	4.02590214019477e-4	6.545489386863848e-4	0.0020207305359363163	8.755394120384065e-4	3.640310814662631e-4	6.498919650993462e-4	0.001362282736546816	4.769506873502102e-4	2.2412735301549514e-4
AAV3_WT	6.101112243338938e-4	6.448549214815697e-6	4.503905635178111e-4	5.606398014645115e-4	1.2755963637572069e-5	4.844741090976741e-4	0.0017288401309640388	1.7045222353769503e-4	1.646467623952663e-5	9.949954311486056e-4	7.007215751530478e-6	0.0015971993132563736	5.712392296462353e-4	6.085419938555729e-4	5.262568824041037e-4	8.558522168637398e-4	3.6371541596294613e-4	5.720067123057778e-4	0.0010947387602221162	6.396427347501144e-4	4.508654228832362e-4	0.001099808364287772
AAV4mut_P4	5.841289718508625e-4	4.832446991111436e-6	0.0014374628712218837	6.761662111283028e-4	2.2304635886286283e-5	0.004542856826938178	0.0018233907515669216	1.953435164430173e-5	1.3287490244106346e-5	1.1689683249865583e-5	1.1027317129437742e-5	1.540717557454573e-5	1.1402790809477326e-4	4.429802343701414e-5	5.228378091764082e-6	1.1641424240945564e-4	5.870586182115751e-4	0.0019204824508543721	2.9216659747846553e-4	1.4525417084830929e-5	5.173662710681942e-4	7.718074056272714e-5
AAV2_P5	3.7146195477311334e-4	1.3203491368412962e-5	1.0192524021514601e-5	3.485450492630119e-4	7.617752143527438e-6	8.032503044751978e-4	1.1289560394440705e-4	7.884630915877247e-6	1.1345265599177003e-5	7.984807291884199e-6	0.002950177673851232	0.001869079132734107	1.8113584323683625e-6	1.134690221054519e-4	7.142638618942132e-6	1.728661582073988e-5	2.5173818817877806e-4	6.450570796738893e-4	7.234152740902703e-5	0	2.860812762089734e-4	2.6359710817886047e-4
AAV2_P4	3.4759473647676256e-4	5.816302006581999e-6	0.0011778592156680523	6.035648431646182e-4	6.7114289458377724e-6	0.0015450308198571411	2.021361759765793e-4	2.6717522217055325e-6	5.997276559219399e-6	5.451980581200267e-4	0	1.2980783951148265e-5	3.7981272665297183e-4	6.664601884879225e-5	9.50219160681307e-4	1.2793148024711296e-4	2.3356393241268683e-4	1.8422324049961064e-4	6.993316478325483e-4	3.0594721931061566e-4	0	2.4384738305545796e-4
AAV4mut_A1	3.1320946938762003e-4	0.0031666982909723715	1.2276479887692185e-5	3.412235034512228e-5	1.3762908105298987e-5	0.0030690331394357903	1.3159176290262193e-5	0	0	7.213031280500316e-6	9.0724309854499e-6	3.802752803062877e-6	6.545122282988966e-6	1.4350225450084495e-4	1.6130657228291673e-5	0	1.6099560559839333e-5	0	6.3176060176656e-6	3.585119820809651e-5	0	2.3811898236743574e-5
AAV4mut_P2	2.987539727875176e-4	0	0	8.734309467001067e-6	0	0.0059353220047388055	0	0	0	4.061908481568594e-5	3.83175078567889e-5	0	9.214464307831347e-6	0	9.08373343479095e-6	0	1.1332777275680037e-5	2.0069940457501084e-5	0	0	0	2.0113960618378478e-4
AAV2_P2	2.6855914251640154e-4	0	4.925918206205561e-6	3.310863138942922e-4	1.1044690371577015e-5	0	0	0.004297412695955245	3.289814196243751e-6	1.5049930651478907e-4	3.6402986340225464e-6	3.0516971375624574e-6	7.878660001212585e-6	8.774103382436239e-5	1.2944801579248207e-4	1.5037925811857755e-5	3.875953980251088e-5	2.8600728851711007e-5	2.2072137772582016e-4	0	2.683860295725187e-4	3.821794655201908e-5
AAV2_A6	2.449762592207552e-4	0	2.3329905701463175e-4	2.649447779166036e-6	0.004478620845814863	1.3680916260812309e-6	1.657791226232515e-4	4.211560206160187e-6	0	3.0803277712813496e-6	3.874385127521079e-6	6.495868164753103e-6	1.0202103969890975e-4	7.295558661067431e-5	2.7554413392689796e-6	5.334975869809016e-6	0	5.935775791969252e-5	2.697936069796123e-6	0	0	0
