serotype	average	aNSC Set1	aNSC Set2	aNSC Set3	qNSC Set1	qNSC Set2	qNSC Set3	Prog Set1	Prog Set2	Prog Set3	Neurob Set1	Neurob Set2	Neurob Set3	Astro Set4	Astro Set5	Astro Set6	Oligo Set4	Oligo Set5	Oligo Set6	Epend Set4	Epend Set5	Epend Set6
AAV5_A1	2.2075659102095186e-4	4.90539879382245e-7	3.7817066048057165e-4	1.1558636548022886e-4	1.1320676064785272e-6	7.096342621082458e-4	1.120291931792003e-4	1.417791160395036e-4	3.466436932514299e-4	1.168816126617369e-4	5.97002037770521e-4	4.1883293531541524e-4	1.0417437117740532e-4	2.816043172312733e-4	1.5311580600632806e-4	1.1971302979217771e-4	2.0128887071185566e-4	1.2195209052683563e-4	1.5629128726895125e-4	2.595066555279593e-4	6.502185967855416e-5	2.3503763974593462e-4
AAV3_P5	2.002740017968517e-4	1.1196294634457944e-6	3.872088637436528e-4	2.946856047810891e-4	0.0020128426205038284	1.2028963761036592e-6	6.793968843201092e-5	2.8801265850970847e-6	7.696445299821267e-7	2.2614992012310854e-4	4.854345520772035e-4	1.4278751740866011e-6	7.495657807608913e-5	1.8602425913929954e-5	1.9805780560526118e-4	4.104436531001111e-5	5.818444657482336e-5	6.490343042222285e-5	5.380067648999825e-6	1.7163506052179903e-4	9.132843587114048e-5	0
AAV5_WT	1.8760321103182897e-4	2.091815979838898e-6	5.514512711543872e-4	5.2227447317037604e-5	6.034364403950099e-6	4.542525847930769e-4	2.307862971509312e-5	1.8449046922944446e-4	4.3138058951862016e-6	4.427587717571105e-6	1.1933456398247923e-6	6.132409429800192e-4	3.8741181034863967e-5	1.8605971540419655e-4	2.0029339798410353e-4	2.4593537834473854e-4	4.5176784751939353e-4	1.7501412897948787e-4	1.4928102534232662e-4	2.2478174342987977e-4	1.4130289938724973e-4	2.2968784941673873e-4
AAV3_P2	1.6708484776127038e-4	0	0	5.633134609125219e-6	0	0	0	9.949362841357062e-6	0	0	0	0.001526139543852695	0	6.204593169901723e-6	5.85849326554238e-6	9.074385220161985e-5	9.428608817689132e-4	3.2359935442340674e-5	1.7621693010336504e-5	0	8.281690972049799e-4	4.3241215619866195e-5
AAVpo1_A1	1.3002246752071874e-4	1.1422982850143783e-6	1.763609697598256e-6	1.2002313881951507e-4	0	9.333244458370539e-4	5.9233026791628425e-5	3.777993893226978e-6	8.967295828089167e-4	5.526436256101226e-6	2.6500915360085054e-4	4.370354878534412e-6	4.32518031918613e-5	2.617801928024352e-6	1.7920388244279754e-5	9.57151519627837e-6	1.0638991827844463e-4	4.368990472549278e-5	3.517991670194725e-5	3.4335315122214654e-6	1.4558990143988514e-4	3.1927095848218517e-5
AAV12_A6	1.1976760254421542e-4	0	0	0	0	0	0	0.001346716246185638	0	0	0	0.0011684034072428856	0	0	0	0	0	0	0	0	0	0
AAV4mut_A6	1.1189995575192277e-4	6.057687700128785e-5	9.352545576862465e-5	8.402522769976395e-5	5.824969847605608e-5	1.0575822254081638e-4	1.3366675913023028e-4	7.605866667732459e-5	9.369259472584572e-5	9.158461873891367e-5	6.143659352270937e-5	7.72543253083337e-5	7.756383391918856e-5	1.5617685058625294e-4	7.100172064529819e-5	1.4275804088636443e-4	8.517409084554018e-5	1.4782344278052698e-4	1.0276115948928563e-4	1.517354813132044e-4	2.5735781006454403e-4	2.2171760067026672e-4
AAV3_A6	9.456195979616325e-5	1.4768875282072512e-6	9.113145513195368e-4	5.454310501457604e-5	3.408360052603883e-6	1.586723745305585e-6	8.961829050721583e-5	1.356833785532999e-6	2.030454618415043e-6	1.1610914543826006e-4	2.24677162081083e-6	1.8834901235585025e-6	6.321463408494054e-5	1.692289601383494e-5	1.917469905581507e-5	2.7843966948892417e-5	1.704454442025148e-4	3.7069635212811726e-5	0	4.1284961548197123e-4	5.270565096462452e-5	0
AAV12_A1	7.726916532341625e-5	0	0	0	0	0	6.514017124494622e-4	0	0	0	0	0	0	0	0	6.184057720485887e-4	0	3.528449872936904e-4	0	0	0	0
AAV8_A1	5.970453873605495e-5	0	2.027745763884882e-6	0	0	9.207144587793897e-4	0	0	2.708492719995941e-6	1.5249915293094723e-4	0	2.5124517640411917e-6	4.324315798943358e-6	2.2574028613601384e-6	4.2629642584943075e-6	8.253781754961655e-6	1.5423454682513552e-4	0	0	0	0	0
AAV8_WT	5.142694368777821e-5	0	1.1621518835662683e-4	0	0	7.923655978933367e-4	0	0	0	0	0	0	0	0	0	1.7613374105195236e-5	4.215494725025127e-5	1.8663723391027158e-5	0	7.220958531533281e-6	8.573202791537193e-5	0
AAV12_A2	4.8524559891656846e-5	0	0	0	0	0	0	0	0	0	0	0	0.0010190157577247938	0	0	0	0	0	0	0	0	0
AAV6_A2	3.1654870609902095e-5	0	0	0	0	0	0	0	2.3766684572171145e-4	0	0	2.204644972383439e-4	0	0	0	0	0	2.066209398478886e-4	0	0	0	0
AAV4_P2	1.210410444508289e-5	0	0	0	0	0	0	0	0	0	0	0	0	1.0693660751848407e-5	0	9.774854935970012e-5	1.2597112251203974e-4	0	1.9772860723152433e-5	0	0	0
AAVpo1_WT	1.185350497479484e-5	0	5.697588524261867e-7	5.758686929678448e-7	0	2.0042098214762222e-4	0	0	1.5220721763393384e-6	0	0	0	1.822578489140124e-6	6.342882261965661e-7	1.197813684098248e-6	1.159579594404747e-6	0	4.1020662607496375e-5	0	0	0	0
AAV12_P2	7.070395284655578e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4847830097776713e-4	0	0	0	0	0	0
AAV12_P4	4.467929782403845e-6	0	0	0	0	9.382652543048075e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV3_A2	3.861029185930368e-6	0	0	2.0677876786014637e-5	0	0	2.7411854464677672e-6	0	0	0	0	0	0	5.6938907898074996e-6	0	0	0	5.196865988224781e-5	0	0	0	0
AAV3_A1	1.8674811417692798e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.187373690200857e-5	0	0	0	7.343367075146307e-6
AAV12_P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV12_WT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV4_A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV4_A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV4mut_A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV4mut_P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV4_P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV5_P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV6_A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV6_A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
