serotype	average	aNSC Set1	aNSC Set2	aNSC Set3	qNSC Set1	qNSC Set2	qNSC Set3	TAP Set1	TAP Set3	NB Set1	NB Set3	AS Set4	AS Set5	AS Set6	OL Set4	OL Set5	OL Set6	EP Set4	EP Set5	EP Set6
AAV6.2	3.207871712587761e-4	3.7287792154772678e-6	1.7973833060137257e-6	2.547755054949981e-6	1.1628656931113235e-6	5.858164281220032e-6	0.0017339084422196838	1.992445705694024e-6	2.6366959996773236e-6	9.5924010097947e-7	3.2861136548745564e-6	2.1493102681332255e-6	9.471359050271001e-7	0.004323086096115493	1.6891007882279153e-6	3.011064846060319e-6	1.9858744910699304e-6	2.2036256651463146e-6	4.7369121478677493e-7	1.5324693911199864e-6
AAVJEA3-S8	3.071985128900794e-4	8.615883442026849e-6	1.1833076173869295e-6	0	2.6173732158806865e-6	1.4360968247970778e-5	2.172029673562893e-6	0	3.6321970600517267e-6	0	6.790209617088143e-7	2.177055733992095e-6	1.8347807641628502e-6	3.4025068264248387e-6	0.005788871037091515	0	2.2180976932449153e-6	2.1287645953622665e-6	0	2.878721988217519e-6
AAVrh10_A6	3.004075405414159e-4	0	6.550457201474507e-7	2.4347509302620164e-7	2.531764533962087e-7	7.565233766216042e-7	6.53344973048581e-7	1.3268661661778668e-6	1.092562279047481e-6	2.1293482537455206e-7	2.042490198577027e-7	5.238854467460896e-7	5.51900742196431e-7	2.5586790524385766e-7	2.178962626148087e-6	1.7409610119038416e-6	5.004016503265752e-7	0.005695857053806627	7.36059191013409e-7	0
AAVAH4-N12	2.695917225732108e-4	3.645081461421685e-6	3.6537594038086334e-6	1.6137551201654075e-6	0	6.682094599165531e-6	5.770757455368761e-7	7.813149394383963e-7	0.005066839324889667	1.1284653116446079e-6	1.4432455780238562e-6	4.858653193787735e-6	4.874737625656741e-6	3.615980366110904e-6	4.1991230878923235e-6	4.9976135883058254e-6	2.9465766411544164e-6	8.320825647690403e-6	1.3002683848054914e-6	7.648333067287261e-7
AAV3_P5	2.605230567493281e-4	1.365851548984403e-6	3.7826281297020603e-7	0	0	0	0	0	7.704621897091938e-7	0	0	7.388758264813391e-7	5.189252975802974e-7	7.217402626140632e-7	9.312600344256368e-8	0.004943765115240661	4.7050321815470317e-7	3.0103591194743906e-7	0	8.141799246888832e-7
AAVJEA2-H1	2.604307597279344e-4	1.6767929107552892e-6	3.1238809646643763e-7	1.3654780569585282e-6	8.584158625226788e-7	7.599893687947633e-6	1.037551471614324e-6	1.2655519551359574e-6	7.815564016184581e-7	3.046427267177458e-7	1.8507017915914278e-6	1.0618132183418064e-6	1.3159938076868006e-6	2.0743765693421395e-6	0.004920075666662162	1.2453836727805098e-6	1.431834580758686e-6	3.162418510913317e-6	3.510230240349426e-7	4.129518234048635e-7
AAV6_P4	2.3593589013447264e-4	1.1017297272611182e-6	5.622712168412826e-7	8.907677551677539e-7	2.9995490446582676e-7	3.691279911233658e-6	3.870305203053887e-7	1.3973566087152646e-6	1.0786923824553186e-6	3.3637064503633776e-7	1.1292742299365137e-6	1.2930870201213708e-6	8.718311263650787e-7	1.1115267006881143e-6	3.520310821635208e-7	0.0021751311353477008	9.222250511086813e-7	0.0022907206343235524	1.1627440670195546e-6	3.4196993484187717e-7
AAV9_K3	1.8800400228345768e-4	0.003550234420564063	3.5907961756399106e-7	5.845851668566024e-7	1.215756383235948e-6	3.6328343803583034e-6	2.8706939542249916e-6	1.0619378892936632e-6	0	5.112578000237921e-7	2.942418771540543e-6	3.1446302935270944e-7	0	1.8430211512123718e-6	1.189023274459462e-6	1.5675217087684643e-6	4.004891268556434e-7	3.34854056788654e-6	0	0
AAVJEA2-D1	6.423624278365794e-5	6.953541878775853e-7	2.1293316792989208e-7	6.153679920900882e-7	0	6.373550924032998e-7	8.25644174132817e-7	0	2.3011520656121295e-7	1.7939312848274312e-7	3.441510386791449e-7	0	4.649648106194565e-7	0	0.0012140018599782242	3.666807929874178e-7	2.8105193656356006e-7	5.39465339003395e-7	0	1.094276043946051e-6
AAVAH3-N1	9.487947439241459e-6	0	9.54864096534029e-8	2.3380103945770892e-7	3.410272092663778e-7	0	1.042861473418596e-6	0	0	0	1.3040794225397342e-7	0	0	1.6336532256033626e-7	1.595469152965696e-4	1.8201803225119572e-5	1.0649802149200708e-7	4.0883540579613586e-7	0	0
AAVJEA3-H3	6.408294916582538e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2175760341506823e-4	0	0	0	0
AAVAH3-N6	4.691380573839499e-6	8.913623090295048e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV2_7m8	4.254166807362935e-6	1.6841464935714723e-6	5.483278661893592e-6	3.27160281991665e-6	1.977841681000031e-6	4.0622968339239765e-6	2.104956407819958e-6	2.3749538095243864e-6	4.4000414503311065e-6	3.658861549797594e-6	3.2902624254862706e-6	1.2658963567281533e-6	4.939227495469369e-6	7.144444375646594e-6	3.403739984431886e-6	1.1685528539489303e-5	4.478337137643466e-6	3.560785249151068e-6	5.533374670353359e-6	6.509593397717535e-6
AAVrh10_P2	3.1163860555635635e-6	5.6462055893308844e-5	0	0	4.498547423132415e-7	0	0	0	9.70655674943254e-7	0	0	6.981465381739232e-7	0	4.5463702897983704e-7	1.7598517798860678e-7	0	0	0	0	0
AAVJEA3-S10	2.181810460344817e-6	0	0	0	0	0	0	0	0	7.38708120779501e-8	0	4.543625416706774e-8	0	0	4.1335091680306504e-5	0	0	0	0	0
AAVDJ	1.612505500492023e-6	2.115885960852542e-6	0	9.362484025555743e-7	9.735535865731345e-7	9.697005609545762e-7	1.6748959951278497e-6	1.7007575779087722e-6	1.7505378677149416e-6	2.7293673400358906e-7	4.1888543355244285e-6	1.6787716919411134e-6	2.358060904383704e-6	4.263580433683618e-6	1.015622659785701e-6	2.5104805578579724e-6	1.4966174794397092e-6	1.7876298928543372e-6	9.434698681868745e-7	0
AAV8_P2	1.2789240152809478e-6	3.0621219349615357e-6	7.501527544564187e-7	1.809482410046452e-6	7.514304891567082e-7	4.889307680475116e-6	2.9087025635693856e-6	0	1.621368410777949e-6	3.159964480174166e-7	1.8186399901249675e-6	1.5548977490984548e-6	5.460158177053506e-7	7.59418747745889e-7	4.409444291960839e-7	9.688483816539816e-7	4.950658612938152e-7	3.221362818187552e-7	0	1.2850263402397296e-6
AAVAH4-N1	1.0466316802999202e-6	0	2.0453821489786163e-7	1.8106947308901516e-6	5.018237129772329e-7	7.595094033709654e-6	1.2950019475830086e-6	1.7533302622294454e-6	0	0	8.096882639915188e-7	2.595997144819748e-7	7.29285513268697e-7	0	3.926313413662209e-7	2.1567357158975166e-6	6.612342519174083e-7	0	0	1.7163442224877926e-6
AAVJEA2-D3	9.904874356042518e-7	0	2.5542986404030797e-6	0	0	0	2.344281554761047e-6	0	0	7.640361586660732e-7	7.328704276949135e-7	4.699412409511598e-7	6.600957551072185e-7	9.180852925517518e-7	3.553810915511849e-7	3.1233903650627987e-6	0	1.1487926790498391e-6	2.641070270508942e-6	3.1070178001727785e-6
AAV4_L1	9.122034199965669e-7	7.425218999572478e-7	0	1.2055778667974933e-6	4.5552855694939175e-7	1.3611771451415762e-6	0	7.957894212198315e-7	9.828981164630114e-7	0	0	9.42602593415614e-7	9.93009204843389e-7	9.207423208744863e-7	5.346143986038771e-7	3.5239834813693777e-6	9.003492963527408e-7	0	3.973070677946735e-6	0
AAVJEA3-D4	6.061053223787348e-7	0	0	1.0965252423258907e-6	1.2027602529022546e-6	0	0	0	0	9.589827365558293e-7	1.8397299141410837e-6	5.898484412761303e-7	0	0	0	0	1.5024207310480413e-6	4.325733806946733e-6	0	0
AAVJEA2-D10	6.040833793645555e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1477584207926554e-5	0	0	0	0	0
AAVAH4b-10	5.740512512526409e-7	0	4.0096210043743863e-7	8.50300000548685e-7	1.7801835366146604e-6	7.540078957798029e-7	6.511725659378713e-7	4.408180883138345e-7	8.166970881109567e-7	2.1222680564861317e-7	6.107096427042344e-7	7.832152492657037e-7	0	5.100342614449164e-7	6.910010095026418e-7	8.675861115372208e-7	1.662459293249317e-7	6.382017339412758e-7	7.336117546873903e-7	0
AAVAH3-N5	4.314552597040238e-7	2.3886405646217845e-6	3.8415447264548276e-7	0	0	0	0	0	2.3386937083804535e-7	0	0	2.242815117661439e-7	1.890201509868093e-6	2.1908010981012116e-7	1.6960717962287924e-7	1.863314633480147e-7	1.8566411304783575e-6	2.741331642246247e-7	0	3.7070945715290586e-7
AAVAH3-21	3.841993715278159e-7	0	0	0	0	0	5.511394311225864e-7	7.461992200851195e-7	0	0	3.445949483209684e-7	2.2096590545862545e-6	3.1037636944023914e-7	0	1.6709983681905335e-7	3.671537630534194e-7	2.814144566505909e-7	1.080322356883206e-6	1.2418286220670647e-6	0
AAVJEA3-D20	3.739949270997756e-7	3.624504901343547e-6	0	0	0	2.2147913457486444e-6	0	0	0	0	0	0	0	0	2.8995964940265705e-7	0	9.76647718400888e-7	0	0	0
AAVJEA3-D2	3.6677162948217104e-7	1.123851658113374e-6	0	6.630504284166752e-7	0	0	1.7792401633341763e-6	1.2044752627477839e-6	0	0	0	0	0	0	0	0	4.5424431236551054e-7	1.7437991351837296e-6	0	0
AAVAH4-N11	3.3843193408433417e-7	3.286875516391123e-7	0	2.551568508504734e-7	2.6532367543285563e-7	1.5856416356539766e-6	0	0	5.724913111538909e-7	0	0	5.490210893306461e-7	1.9279351275810076e-7	0	3.113874092259493e-7	2.2806138182840386e-7	6.992140765925946e-7	6.710534776544146e-7	7.713747754819308e-7	0
AAV3_A6	2.8709642342870033e-7	0	0	0	0	0	5.454832045145307e-6	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV2_P2	2.1203366986091084e-7	0	0	0	0	2.446369023670873e-6	0	0	0	0	2.4371707878642885e-7	0	0	3.053105393831541e-7	0	0	0	0	0	1.03324308551685e-6
AAVAH3-N2	1.957839422718392e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7198949031649453e-6	0	0	0	0	0
AAV3wt	1.933782042638036e-7	4.5826660057120857e-7	0	0	0	8.400856905569631e-7	3.627553224505101e-7	0	3.033105007174081e-7	2.36454689103256e-7	2.2680948691763266e-7	0	0	1.1365198882712822e-6	1.099837024240075e-7	0	0	0	0	0
AAV2_L1mut1	1.4327545860925458e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7222337135758373e-6	0	0	0	0
AAVAH4-N3	1.3856573064963448e-7	0	0	0	0	1.8346789529875789e-6	0	0	0	0	0	4.688138429533917e-7	3.292560864020848e-7	0	0	0	0	0	0	0
AAVJEA3-D16	1.2590055930704852e-7	6.487389316352454e-7	0	0	0	0	0	0	0	0	0	0	0	0	1.401272503102202e-6	3.420991920964744e-7	0	0	0	0
AAV5wt	1.1643773747579164e-7	0	0	0	0	0	0	0	0	0	0	0	1.7430949480318467e-6	0	4.6922206400819455e-7	0	0	0	0	0
AAVrh10wt	1.1503825573664755e-7	0	0	4.0279232566457886e-7	0	0	0	0	0	0	0	0	0	0	1.1469692835173288e-6	3.600192355202438e-7	2.759460142941519e-7	0	0	0
AAV9K449R_PHP.A	1.1016893799090084e-7	0	0	0	0	0	0	0	1.1650087868363514e-6	0	0	0	0	0	0	9.282010349907646e-7	0	0	0	0
AAV2_P5	1.0344007444172168e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	1.965361414392712e-6	0	0	0	0	0
AAVJEA3-S5	8.837809912111074e-8	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6791838833011042e-6	0	0	0	0	0
AAVrh10_P5	8.235867898640879e-8	0	0	3.1538333060044034e-7	0	0	0	0	0	0	1.5101151830458246e-7	0	0	0	1.0984200518367442e-6	0	0	0	0	0
AAVJEA3-D5	6.690456269991909e-8	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9759224595441067e-7	8.735944453440521e-7	0	0	0	0
AAV8_A6	6.336885342654165e-8	0	0	0	0	1.2040082151042914e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVAnc80L65	6.028066368120009e-8	0	0	0	0	1.1453326099428016e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVAH4-6	5.3488837342771405e-8	0	0	0	0	0	0	0	0	0	4.4525844231533614e-7	5.710294671973205e-7	0	0	0	0	0	0	0	0
AAV2_L1mut2	4.457296529848293e-8	0	0	8.468863406711758e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVAH3-N12	3.524581855824037e-8	0	0	0	0	0	0	0	0	0	6.696705526065671e-7	0	0	0	0	0	0	0	0	0
AAVAH4-N7	3.431717794358321e-8	0	0	0	0	0	0	0	0	0	4.3909964213986783e-7	0	0	0	2.1292673878821314e-7	0	0	0	0	0
AAVAH3-N10	3.3110875523419756e-8	4.208270646984479e-7	0	0	0	0	0	0	0	0	2.0827957024652744e-7	0	0	0	0	0	0	0	0	0
AAVAH3-10	3.0701031743635064e-8	0	0	0	0	0	0	0	5.833196031290662e-7	0	0	0	0	0	0	0	0	0	0	0
AAV9K449R_PHP.eB	2.8056330122637807e-8	0	0	0	0	0	0	0	0	0	0	0	2.5668409113093823e-7	0	2.763861811991801e-7	0	0	0	0	0
AAV4wt	2.6750207249622497e-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.082539377428274e-7	0	0	0
AAVJEA3-H19	2.4022021302131056e-8	0	0	0	0	0	0	0	0	0	0	2.5988613547675354e-7	0	0	1.965322692637365e-7	0	0	0	0	0
AAV2_L1	1.8284331522417367e-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4740229892592996e-7	0	0	0	0
AAVJEA3-S4	1.2722274403977957e-8	0	0	0	0	0	0	0	0	0	0	0	0	0	2.417232136755812e-7	0	0	0	0	0
AAVAH4-N6	1.017086921151046e-8	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9324651501869873e-7	0	0	0	0	0
AAVAH4-N5	9.132846802452156e-9	0	0	0	0	0	0	0	0	0	0	1.7352408924659095e-7	0	0	0	0	0	0	0	0
AAVJEA3-H20	8.561882914593117e-9	0	1.6267577537726921e-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV2HBKO	8.198127181787449e-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5576441645396153e-7	0	0	0	0
AAVLK03	6.166521134282007e-9	0	0	0	0	0	0	0	0	0	0	1.1716390155135813e-7	0	0	0	0	0	0	0	0
AAV2_BR1	3.988923146925993e-9	0	0	0	0	0	0	0	0	0	0	0	0	0	7.578953979159386e-8	0	0	0	0	0
AAV4_P2	2.4978119484887736e-9	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74584270212867e-8	0	0	0	0	0
AAV2_A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV2_P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV2YF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV3_A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV4_A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV4_A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV8wt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV9_BR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV9_K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV9_P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAV9_P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVAH3-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVAH3-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVAH3-N8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVAH4-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVJEA2-D16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVJEA2-H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVJEA2-S11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVJEA3-D12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVJEA3-D7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVJEA3-H13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVJEA3-S2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVM41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAVpo1_A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
