population	serotype	average	Set4	Set5	Set6
Astro	AAV1_P5	0.13082666425071848	0.12560676725189932	0.12787157476494374	0.13900165073531243
Astro	AAVpo1_P2	0.10280836103578339	0.13921428346931516	0.12318853627642896	0.04602226336160604
Astro	AAV9_A2	0.10186944639470007	0.1065117830482355	0.09322821594360216	0.10586834019226253
Astro	AAV7_P4	0.0826897380168319	0.08897185240642659	0.07682554838731898	0.08227181325675012
Astro	AAV1_P4	0.07647439976216651	0.06705335178397821	0.08499732685300247	0.07737252064951884
Astro	AAV6_WT	0.050039361513848704	0.04712674634452509	0.052288005179509364	0.05070333301751166
Astro	AAVrh10_P2	0.044504874531813725	0.04130100955499033	0.031251652766816816	0.06096196127363402
Astro	AAV6_P4	0.03873874262785814	0.04673338163135024	0.02310170659522866	0.04638113965699552
Astro	AAVrh10_A2	0.03807662638031927	0.03598692920494572	0.044070815264070466	0.034172134671941634
Astro	AAV1_WT	0.030344235098665927	0.02990672403814647	0.031236494575702774	0.029889486682148532
Astro	AAV7_A2	0.029599152930321403	0.02680005157409694	0.02809909154565079	0.033898315671216483
Astro	AAV1_A6	0.02881612632745453	0.025545169952628434	0.04391272249546212	0.016990486534273035
Astro	AAV9_P4	0.026080885001155758	0.02568922198657068	0.02367599005753603	0.028877442959360563
Astro	AAV9_A6	0.02239542311179121	0.018920593787917103	0.021144867897716652	0.027120807649739873
Astro	AAV7_A6	0.01866112109736827	0.014768150728119349	0.01977056191088279	0.021444650653102672
Astro	AAV7_P2	0.015920925218885155	0.015002479235617136	0.016183369851854992	0.01657692656918334
Astro	AAVrh10_P4	0.01469044402064915	0.013629518289992357	0.011603016784859121	0.018838796987095972
Astro	AAV8_P4	0.012852757882835422	0.009163538904914217	0.015277540216776266	0.014117194526815782
Astro	AAV5_A2	0.011450678280317783	0.011104636586611216	0.01220648233110408	0.011040915923238057
Astro	AAV8_A2	0.011175150538832774	0.008577797671076533	0.011631427526310746	0.013316226419111043
Astro	AAV7_P5	0.011151303195374553	0.008556052336400815	0.01164417615842295	0.013253681091299895
Astro	AAV8_P2	0.0105690751767939	0.0060318178476871055	0.008406207988793385	0.017269199693901206
Astro	AAVpo1_A6	0.010325521699214819	0.007994291970917696	0.010506103652574011	0.012476169474152747
Astro	AAV5_A6	0.007269479086843718	0.007697804263565076	0.007168985055430028	0.00694164794153605
Astro	AAV3_P4	0.006622689732660815	0.005706823654818194	0.006227484367686492	0.007933761175477758
Astro	AAV7_A1	0.005840124418837907	0.004639410119380917	0.006335021509357131	0.006545941627775676
Astro	AAVpo1_P4	0.005216655838196768	0.004768829562891044	0.004865251594081891	0.006015886357617368
Astro	AAV8_P5	0.004901768391680757	0.0031303125445067206	0.007036078032110731	0.004538914598424819
Astro	AAV1_A2	0.004434784250196626	0.007228719345396559	0.005228502200562458	8.47131204630862e-4
Astro	AAV9_P5	0.004363674441784056	0.003552908186036501	0.00501774741839216	0.004520367720923507
Astro	AAV1_P2	0.0039667010636837636	0.0068212116695936156	4.025447512720067e-4	0.004676346770185669
Astro	AAVpo1_A2	0.003920471896068421	0.0035275408910717516	0.0053604054823998635	0.0028734693147336467
Astro	AAV8_A6	0.0033566015234731544	0.0025569325545851495	0.0035372356309127002	0.003975636384921614
Astro	AAV9_A1	0.0031558192613352254	0.003082336538583441	0.0030804814334383316	0.003304639811983903
Astro	AAVrh10_A6	0.002933755447656301	0.0021162866100004367	0.0034002558841329466	0.00328472384883552
Astro	AAV9_P2	0.002313662034558025	2.2506553489820105e-4	3.187666502220538e-4	0.00639715391855382
Astro	AAV7_WT	0.0022911176596010943	0.002406954957498679	0.002188124491677165	0.0022782735296274386
Astro	AAVrh10_P5	0.002092645875902625	0.0015939045299453987	0.0038024573818197845	8.815757159426917e-4
Astro	AAV6_P5	0.0019028700265348792	0.005317615343510816	6.694656216908501e-5	3.240481739247368e-4
Astro	AAV1_A1	0.0017817022152752016	0.0038196818509301554	8.078057891540378e-4	7.176190057414114e-4
Astro	AAVpo1_P5	0.0017130091064583072	0.0012478313142500707	0.0016240671308746365	0.002267128874250214
Astro	AAV9_WT	0.0015305722359445397	0.0016455696171771201	0.002139692032916767	8.064550577397325e-4
Astro	AAV2_A1	0.0011062047994176516	7.064601821607718e-4	0.001440921583096783	0.0011712326329953997
Astro	AAVrh10_WT	0.001025956562880726	4.02590214019477e-4	6.545489386863848e-4	0.0020207305359363163
Astro	AAVrh10_A1	9.679458577266012e-4	6.243528294525594e-4	0.001889111947214794	3.9037279651245045e-4
Astro	AAV6_P2	9.678100087090811e-4	0	0	0.0029034300261272434
Astro	AAV2_WT	9.303255639715202e-4	0.001135422080222888	8.312849504568318e-4	8.242696612348405e-4
Astro	AAV5_P5	7.981802297253011e-4	6.658610297915531e-4	9.637033275820949e-4	7.64976331802255e-4
Astro	AAV2_A2	7.707132873662043e-4	0.0012270628342275543	1.724757532548129e-4	9.126012746162457e-4
Astro	AAV4mut_WT	6.898539438169183e-4	0.0011653134405456205	3.8876077910308086e-4	5.154876118020537e-4
Astro	AAV3_WT	6.635503643744722e-4	6.085419938555729e-4	5.262568824041037e-4	8.558522168637398e-4
Astro	AAV5_P4	3.9285258753706144e-4	4.437038832866136e-4	0.00038219495276837633	3.526589265561944e-4
Astro	AAV2_P4	3.8159888659240407e-4	6.664601884879225e-5	9.50219160681307e-4	1.2793148024711296e-4
Astro	AAV5_WT	2.1076283057767955e-4	1.8605971540419655e-4	2.0029339798410353e-4	2.4593537834473854e-4
Astro	AAV12_A1	2.0613525734952958e-4	0	0	6.184057720485887e-4
Astro	AAV4_P5	2.052769758791562e-4	1.6503655090052496e-4	1.9757094860316067e-4	2.5322342813378294e-4
Astro	AAV5_A1	1.8481105100992635e-4	2.816043172312733e-4	1.5311580600632806e-4	1.1971302979217771e-4
Astro	AAV4_A1	1.8418809185747153e-4	3.4757382556277586e-4	2.3441837598361222e-5	1.815486124112775e-4
Astro	AAV4mut_A6	1.233122040393052e-4	1.5617685058625294e-4	7.100172064529819e-5	1.4275804088636443e-4
